Algorithm;Hyperparameter (C);Values
Single; 0.000464159; 0.0748597, 0.0473339, 0.0392127, 0.0698594, 0.0571174, 0.0699845, 0.0427951, 0.0295462, 0.0677377, 0.0532552, 0.0747594, 0.0655555, 0.0710849, 0.0899537, 0.0929513, 0.0465973, 0.0624318, 0.0369089, 0.116942, 0.0353079, 0.0626048, 0.10454, 0.0885307, 0.0818962, 0.0649767, 0.0838007, 0.0608941, 0.0615369, 0.0582736, 0.0995192, 0.0727348, 0.0923644, 0.075217, 0.0540274, 0.0759758, 0.0909643, 0.0808978, 0.0394984, 0.0640699, 0.0984789, 0.0662201, 0.0430713, 0.0964499, 0.0486111, 0.0816645, 0.0478335, 0.0860006, 0.0746004, 0.0781906, 0.0422256, 0.0655746, 0.0622976, 0.0707284, 0.0975895, 0.106941, 0.0996705, 0.0851273, 0.075362, 0.108249, 0.0647466, 0.0838629, 0.0741058, 0.0818455, 0.0965209, 0.104853, 0.0665475, 0.0437149, 0.0870603, 0.0742432, 0.0908975, 0.128636, 0.0773389, 0.111752, 0.0705472, 0.0541405, 0.0526389, 0.11499, 0.0671763, 0.122605, 0.0645793, 0.0635975, 0.0807436, 0.0770887, 0.127585, 0.078658, 0.0711409, 0.0996846, 0.0932675, 0.0596587, 0.0856623, 0.0586542, 0.0616924, 0.131917, 0.0928243, 0.0674355, 0.108364, 0.0923483, 0.0950586, 0.0819735, 0.0706947, 
Separated; 0.000464159; 0.0562117, 0.0526673, 0.0698802, 0.0369354, 0.0622625, 0.0484067, 0.0497503, 0.0651083, 0.0451995, 0.0934991, 0.0857833, 0.0651626, 0.104878, 0.0577732, 0.105498, 0.0689585, 0.0755153, 0.0658404, 0.0888417, 0.0887899, 0.0612132, 0.0842726, 0.0534454, 0.0630137, 0.0626048, 0.0745203, 0.0732, 0.106598, 0.0619085, 0.0987702, 0.147544, 0.0707172, 0.0698833, 0.0535564, 0.0714752, 0.110033, 0.101151, 0.0669235, 0.0939276, 0.073863, 0.0471534, 0.0916185, 0.0989745, 0.0902285, 0.0888761, 0.0906331, 0.109329, 0.103622, 0.0905877, 0.098253, 0.0779589, 0.109339, 0.0695349, 0.0814232, 0.0604409, 0.0778051, 0.111823, 0.0894909, 0.0602177, 0.0979975, 0.100838, 0.116457, 0.0956035, 0.0776521, 0.102408, 0.0996846, 0.0793671, 0.0726475, 0.109355, 0.105988, 0.103444, 0.0830796, 0.0952221, 0.118584, 0.0545974, 0.103122, 0.091266, 0.124427, 0.0922664, 0.0837151, 0.0577798, 0.0802173, 0.112471, 0.0966103, 0.0977511, 0.109949, 0.110649, 0.0690558, 0.148582, 0.108143, 0.0737375, 0.0599849, 0.0503723, 0.0852504, 0.105918, 0.0801864, 0.0922003, 0.0756923, 0.0756309, 0.08123, 
Single; 0.001; 0.0672134, 0.0657405, 0.0563218, 0.0810617, 0.0648936, 0.0629422, 0.0545167, 0.0591036, 0.0628464, 0.0860047, 0.0658766, 0.0621799, 0.0719903, 0.0512819, 0.123752, 0.0773471, 0.0574108, 0.0739176, 0.0510999, 0.0724149, 0.0776235, 0.0756553, 0.0901049, 0.0498696, 0.090982, 0.0953444, 0.0964488, 0.0744569, 0.0903928, 0.0654832, 0.0977264, 0.084784, 0.114789, 0.0662845, 0.0745916, 0.0823762, 0.105298, 0.0600348, 0.100734, 0.0891643, 0.0578532, 0.0483337, 0.0592495, 0.102353, 0.0882735, 0.0644767, 0.066368, 0.0427432, 0.0655306, 0.0582808, 0.0822916, 0.0697143, 0.0883432, 0.0682829, 0.0842145, 0.0816575, 0.0797276, 0.0852524, 0.0841362, 0.0685354, 0.0986436, 0.0912334, 0.107461, 0.0622371, 0.0928881, 0.0647002, 0.0706566, 0.109403, 0.0675597, 0.113226, 0.0630701, 0.103223, 0.0773928, 0.118352, 0.0827691, 0.137472, 0.0673071, 0.078277, 0.10412, 0.0847199, 0.0688032, 0.0927465, 0.104641, 0.108963, 0.122581, 0.0745175, 0.0823247, 0.0898531, 0.0780519, 0.0631931, 0.063868, 0.0684866, 0.0895719, 0.102791, 0.10446, 0.107679, 0.0942649, 0.109209, 0.115346, 0.0897667, 
Separated; 0.001; 0.0903276, 0.0665581, 0.0865821, 0.0687724, 0.0742905, 0.0690649, 0.0797451, 0.0716657, 0.0987163, 0.0770795, 0.073201, 0.0677725, 0.082976, 0.0572032, 0.0516556, 0.0710637, 0.0511289, 0.0728679, 0.107428, 0.0850666, 0.105636, 0.0848204, 0.0737407, 0.0651079, 0.0537138, 0.0573908, 0.0702451, 0.0692766, 0.101002, 0.0759105, 0.0832362, 0.0713915, 0.0903672, 0.100096, 0.0719663, 0.061138, 0.090552, 0.0471067, 0.0730297, 0.078606, 0.0901176, 0.0759805, 0.096618, 0.081417, 0.0830814, 0.0952199, 0.0816466, 0.0888455, 0.0846214, 0.0763567, 0.0759496, 0.0681242, 0.104707, 0.0852883, 0.0901752, 0.11083, 0.0808543, 0.0946701, 0.111956, 0.111139, 0.119004, 0.0784586, 0.106835, 0.138, 0.070889, 0.110913, 0.0717152, 0.0889526, 0.106888, 0.0618586, 0.121056, 0.127075, 0.0808674, 0.109116, 0.102119, 0.0749815, 0.0940234, 0.0865472, 0.10086, 0.0779878, 0.0820537, 0.0904513, 0.0789699, 0.110851, 0.111899, 0.0990223, 0.106121, 0.0844234, 0.0816309, 0.0657404, 0.0847285, 0.101129, 0.135063, 0.0961963, 0.0998089, 0.0760774, 0.0806287, 0.098971, 0.0924557, 0.101605, 
Single; 0.00215443; 0.0772567, 0.100901, 0.0835946, 0.0764976, 0.0671814, 0.0698541, 0.064665, 0.077317, 0.0552948, 0.0655615, 0.0592711, 0.0772709, 0.0808387, 0.0799117, 0.0588194, 0.0682704, 0.0897661, 0.0868674, 0.0530355, 0.0960612, 0.0778118, 0.0529392, 0.100444, 0.050648, 0.0694275, 0.0569323, 0.0857765, 0.0846314, 0.0673472, 0.105725, 0.0572276, 0.0713681, 0.100747, 0.0798979, 0.0826535, 0.0789949, 0.0619432, 0.112022, 0.0703691, 0.0837355, 0.0886616, 0.0796489, 0.0820921, 0.0684433, 0.0922055, 0.111763, 0.0771143, 0.1055, 0.0798228, 0.125158, 0.0979439, 0.10104, 0.081073, 0.115595, 0.0814662, 0.0717002, 0.0694108, 0.0984517, 0.0585117, 0.105887, 0.0538157, 0.0839934, 0.117838, 0.0907091, 0.0976919, 0.123223, 0.115629, 0.107575, 0.14513, 0.0731443, 0.0950896, 0.086963, 0.0626681, 0.109823, 0.0894473, 0.0799297, 0.0945478, 0.102937, 0.0664298, 0.107331, 0.0817347, 0.0774456, 0.0978153, 0.0726975, 0.108297, 0.0620909, 0.127554, 0.070736, 0.0643581, 0.0692154, 0.0965187, 0.110007, 0.0636008, 0.0843581, 0.0942783, 0.0907747, 0.11309, 0.0987146, 0.104572, 0.0660495, 
Separated; 0.00215443; 0.0899259, 0.0925398, 0.0873453, 0.077333, 0.0791001, 0.0922476, 0.0871617, 0.0776741, 0.0664031, 0.0761635, 0.0672654, 0.0642915, 0.0711019, 0.0850795, 0.0573901, 0.106021, 0.0902462, 0.0807599, 0.0908622, 0.0828115, 0.0792401, 0.0940772, 0.054897, 0.0723696, 0.0771755, 0.0853763, 0.109113, 0.100054, 0.07342, 0.118296, 0.0740316, 0.0682751, 0.105201, 0.0892228, 0.0622861, 0.0690057, 0.0813234, 0.102216, 0.0849674, 0.0775774, 0.0792545, 0.0720111, 0.0872045, 0.0634187, 0.110876, 0.0710098, 0.0675503, 0.0811001, 0.0677493, 0.124638, 0.0760059, 0.0909963, 0.0992269, 0.100934, 0.128466, 0.107438, 0.0802875, 0.0758956, 0.0902984, 0.0957408, 0.0921254, 0.105594, 0.0965783, 0.0755346, 0.0746652, 0.0898116, 0.0905793, 0.111997, 0.0875543, 0.09516, 0.0819392, 0.0905012, 0.0610476, 0.105541, 0.105996, 0.127677, 0.0934856, 0.101857, 0.112784, 0.114918, 0.0813758, 0.133968, 0.0877842, 0.0807212, 0.115768, 0.0947917, 0.063757, 0.0705997, 0.110413, 0.0809229, 0.12957, 0.107926, 0.0616905, 0.0762627, 0.0652072, 0.0689582, 0.0908265, 0.113185, 0.0925692, 0.100389, 
Single; 0.00464159; 0.0888699, 0.0824953, 0.110083, 0.0747561, 0.0861666, 0.0969909, 0.080742, 0.0883764, 0.0928334, 0.0782724, 0.0651472, 0.0829411, 0.0936319, 0.0653047, 0.074332, 0.0781638, 0.0840085, 0.0856436, 0.081143, 0.0811725, 0.0788678, 0.0780729, 0.121141, 0.0737116, 0.0900012, 0.0874856, 0.081883, 0.0916338, 0.0702041, 0.0803732, 0.0866391, 0.0958965, 0.0762576, 0.0925113, 0.0892097, 0.11363, 0.0885465, 0.0946402, 0.0713015, 0.0835163, 0.102455, 0.0907086, 0.0768909, 0.0941208, 0.0810222, 0.074365, 0.0703261, 0.0941978, 0.117225, 0.0962266, 0.0943771, 0.107754, 0.0939811, 0.0891384, 0.116468, 0.0764971, 0.0883174, 0.0527071, 0.0872652, 0.112419, 0.10824, 0.100839, 0.0927569, 0.0899237, 0.0940643, 0.108293, 0.0824885, 0.108162, 0.074372, 0.0858175, 0.101189, 0.076897, 0.0999321, 0.109634, 0.063912, 0.0910307, 0.108939, 0.10301, 0.105175, 0.0963072, 0.0945458, 0.111218, 0.118236, 0.0934387, 0.0988668, 0.104615, 0.0824604, 0.0833043, 0.076654, 0.102785, 0.0767205, 0.0811442, 0.113662, 0.0570631, 0.0801531, 0.052142, 0.0758258, 0.0955842, 0.123608, 0.0676215, 
Separated; 0.00464159; 0.107504, 0.0657974, 0.0565868, 0.0917928, 0.0908695, 0.0802441, 0.0745475, 0.0754992, 0.0857271, 0.0771973, 0.0837091, 0.0802538, 0.0959057, 0.0920441, 0.0709043, 0.104734, 0.0738535, 0.0842768, 0.0912757, 0.0975081, 0.0832209, 0.082633, 0.0759469, 0.0743697, 0.0949529, 0.0983759, 0.0851229, 0.102099, 0.0961497, 0.0991642, 0.0845986, 0.0808217, 0.0958846, 0.0964762, 0.0882722, 0.0931495, 0.0912695, 0.0898551, 0.12604, 0.0783405, 0.0858321, 0.0990871, 0.111605, 0.0880131, 0.0746741, 0.101006, 0.0845022, 0.0896434, 0.0787846, 0.0767441, 0.0866026, 0.106979, 0.0791849, 0.113555, 0.0839462, 0.0933769, 0.0920102, 0.0818316, 0.0832028, 0.11285, 0.12479, 0.104159, 0.107395, 0.115665, 0.097089, 0.0997469, 0.0881957, 0.0969838, 0.0884187, 0.0966056, 0.0794202, 0.0988672, 0.0985076, 0.0853419, 0.0819123, 0.105314, 0.0858072, 0.0986494, 0.0859959, 0.0935932, 0.0849458, 0.090421, 0.10457, 0.102106, 0.0914583, 0.100902, 0.0887394, 0.0970667, 0.0882201, 0.0905389, 0.0802611, 0.0896303, 0.103633, 0.111022, 0.108366, 0.121341, 0.112941, 0.0936702, 0.103774, 0.0816565, 
Single; 0.01; 0.079118, 0.0804326, 0.0804199, 0.0806482, 0.0739489, 0.11517, 0.105567, 0.0737443, 0.106288, 0.0824119, 0.0983729, 0.0778438, 0.101656, 0.0855542, 0.122887, 0.0955656, 0.0892298, 0.10254, 0.0935209, 0.102206, 0.103925, 0.119292, 0.0930414, 0.114229, 0.10679, 0.111471, 0.108007, 0.100223, 0.0834339, 0.133288, 0.0999075, 0.103901, 0.106969, 0.102581, 0.0992451, 0.109991, 0.0942967, 0.0884333, 0.0866526, 0.110707, 0.11827, 0.112969, 0.105237, 0.0824982, 0.109731, 0.116738, 0.11515, 0.112822, 0.0950082, 0.111461, 0.112859, 0.114453, 0.11516, 0.111424, 0.129399, 0.106171, 0.109913, 0.114429, 0.0911156, 0.121383, 0.076922, 0.112785, 0.0909539, 0.116112, 0.110694, 0.0853103, 0.139113, 0.106918, 0.119098, 0.116857, 0.115978, 0.116921, 0.11437, 0.116662, 0.123067, 0.125357, 0.122985, 0.118321, 0.12303, 0.120719, 0.122295, 0.117606, 0.122246, 0.131769, 0.1222, 0.129327, 0.134982, 0.137498, 0.132636, 0.134238, 0.132586, 0.138318, 0.144993, 0.143323, 0.147518, 0.14838, 0.150934, 0.180919, 0.180919, 0.180919, 
Separated; 0.01; 0.0928381, 0.114335, 0.0983201, 0.0958223, 0.0937359, 0.0938702, 0.0981875, 0.100655, 0.105045, 0.0917426, 0.102892, 0.113644, 0.108194, 0.0937951, 0.109839, 0.103714, 0.0993375, 0.104505, 0.0922104, 0.112216, 0.0955534, 0.112907, 0.108999, 0.112348, 0.11746, 0.0970942, 0.112907, 0.117347, 0.114462, 0.119869, 0.113619, 0.103476, 0.110752, 0.0995629, 0.108896, 0.0996042, 0.11247, 0.109101, 0.0963352, 0.114495, 0.109964, 0.115202, 0.126126, 0.122271, 0.113047, 0.0988023, 0.118233, 0.102497, 0.12149, 0.104921, 0.114417, 0.0995991, 0.102017, 0.111247, 0.119874, 0.116001, 0.0996199, 0.115218, 0.124513, 0.134261, 0.122265, 0.113023, 0.126199, 0.108775, 0.119905, 0.123084, 0.131867, 0.133503, 0.118334, 0.126004, 0.132571, 0.109223, 0.122996, 0.125457, 0.137601, 0.134196, 0.132622, 0.141686, 0.128671, 0.166545, 0.161688, 0.180919, 0.161688, 0.161688, 0.180919, 0.161688, 0.161688, 0.161688, 0.180919, 0.180919, 0.161688, 0.161688, 0.161688, 0.180919, 0.180919, 0.180919, 0.180919, 0.180919, 0.180919, 0.161688, 
