Algorithm;Hyperparameter (C);Values
G/Gre; 2.15443e-05; 0.0497695, 0.100594, 0.0507479, 0.0543137, 0.131108, 0.126264, 0.142531, 0.0540571, 0.131288, 0.0490685, 0.0497789, 0.0474538, 0.0556414, 0.106244, 0.0553022, 0.0554316, 0.131397, 0.164121, 0.128166, 0.139903, 0.0490582, 0.117914, 0.163899, 0.129969, 0.0537782, 0.113301, 0.0524939, 0.053975, 0.123227, 0.0565774, 0.0591356, 0.128675, 0.122297, 0.110909, 0.13992, 0.0504278, 0.0467003, 0.0508388, 0.144723, 0.137995, 0.0458465, 0.126373, 0.160411, 0.133863, 0.140248, 0.150591, 0.164284, 0.0488935, 0.148472, 0.0604139, 0.151408, 0.134584, 0.113653, 0.131563, 0.138993, 0.107252, 0.128393, 0.142137, 0.155155, 0.145426, 0.158755, 0.138781, 0.108988, 0.136534, 0.0774576, 0.12893, 0.104413, 0.139311, 0.151199, 0.148546, 0.138463, 0.138037, 0.0513452, 0.059582, 0.0873695, 0.057174, 0.147456, 0.149921, 0.126789, 0.102172, 0.124499, 0.151444, 0.15198, 0.0522557, 0.144002, 0.132277, 0.163899, 0.109955, 0.0882729, 0.159923, 0.131002, 0.136639, 0.0572864, 0.0488929, 0.14281, 0.0550082, 0.133015, 0.163899, 0.0515083, 0.129366, 
G/Sqrt; 2.15443e-05; 0.0497695, 0.0543137, 0.100594, 0.142531, 0.126264, 0.131108, 0.0490685, 0.0507479, 0.0497789, 0.0591356, 0.0474538, 0.0553022, 0.137995, 0.0540571, 0.131288, 0.0556414, 0.0554316, 0.106244, 0.151408, 0.0490582, 0.131397, 0.0524939, 0.163899, 0.139903, 0.0537782, 0.164121, 0.122297, 0.126373, 0.0504278, 0.129969, 0.128166, 0.113301, 0.138993, 0.053975, 0.140248, 0.123227, 0.134584, 0.144723, 0.0508388, 0.0604139, 0.133863, 0.138463, 0.0467003, 0.113653, 0.148472, 0.0513452, 0.136639, 0.110909, 0.0488935, 0.164284, 0.0565774, 0.155155, 0.150591, 0.13992, 0.159923, 0.131563, 0.145426, 0.138781, 0.108988, 0.151199, 0.107252, 0.14281, 0.128393, 0.151444, 0.0550082, 0.136534, 0.138037, 0.158755, 0.148546, 0.163899, 0.059582, 0.147456, 0.057174, 0.139311, 0.0572864, 0.128675, 0.0873695, 0.144002, 0.149921, 0.12893, 0.104413, 0.142137, 0.102172, 0.0882729, 0.132277, 0.109955, 0.117914, 0.0458465, 0.131002, 0.160411, 0.0515083, 0.0774576, 0.0488929, 0.126789, 0.129366, 0.124499, 0.133015, 0.15198, 0.163899, 0.0522557, 
G/UCT; 4.64159e-05; 0.0501115, 0.0474974, 0.0547501, 0.0508576, 0.054656, 0.141214, 0.139618, 0.0525692, 0.152962, 0.0574425, 0.147965, 0.15262, 0.0436802, 0.130181, 0.0375879, 0.133949, 0.150195, 0.0493892, 0.140157, 0.0406255, 0.0590931, 0.0512045, 0.0521986, 0.0477171, 0.141134, 0.137457, 0.136873, 0.0398216, 0.128754, 0.143044, 0.135499, 0.164649, 0.0497175, 0.137813, 0.05909, 0.141275, 0.0586417, 0.127976, 0.0497789, 0.147075, 0.135309, 0.0497789, 0.0466586, 0.136247, 0.138055, 0.143281, 0.131809, 0.126192, 0.137028, 0.12773, 0.0569664, 0.0511426, 0.141191, 0.139549, 0.145221, 0.141284, 0.140269, 0.132927, 0.13333, 0.090231, 0.133848, 0.135859, 0.0606544, 0.107464, 0.143359, 0.043794, 0.136735, 0.123682, 0.0620671, 0.152435, 0.14137, 0.0486045, 0.126246, 0.0505194, 0.137907, 0.11464, 0.0552058, 0.0638912, 0.11699, 0.164481, 0.143706, 0.136068, 0.125964, 0.163899, 0.14671, 0.159819, 0.0550685, 0.148631, 0.142018, 0.11182, 0.107904, 0.104507, 0.153388, 0.16905, 0.0498195, 0.141316, 0.130279, 0.132701, 0.143044, 0.149212, 
G/Tun; 4.64159e-05; 0.0492492, 0.0539877, 0.0526782, 0.0451646, 0.0463167, 0.135094, 0.0493654, 0.135942, 0.0504396, 0.0324533, 0.0878905, 0.0490582, 0.0538717, 0.156041, 0.12553, 0.15537, 0.124415, 0.0455894, 0.0969406, 0.0530516, 0.0441982, 0.116275, 0.0646336, 0.139903, 0.135979, 0.0490964, 0.0521968, 0.0512511, 0.0516455, 0.139311, 0.128884, 0.0551252, 0.0526997, 0.0524778, 0.132655, 0.133737, 0.15198, 0.152435, 0.119306, 0.164121, 0.128665, 0.109213, 0.0916355, 0.137577, 0.142849, 0.132987, 0.152089, 0.133947, 0.13992, 0.0887908, 0.0655949, 0.146728, 0.0495669, 0.145706, 0.0540603, 0.138381, 0.107459, 0.160084, 0.12806, 0.0550425, 0.146847, 0.0513796, 0.152435, 0.14606, 0.139405, 0.138717, 0.107577, 0.145642, 0.134108, 0.142894, 0.0520896, 0.0317347, 0.0583902, 0.149544, 0.164147, 0.127901, 0.0985834, 0.151545, 0.057174, 0.141731, 0.140844, 0.160636, 0.132545, 0.13983, 0.145507, 0.109442, 0.15198, 0.110351, 0.0528241, 0.0576121, 0.0568648, 0.155474, 0.0554316, 0.159643, 0.126127, 0.140859, 0.147949, 0.129417, 0.148631, 0.109532, 
G/SP; 4.64159e-05; 0.020774, 0.0183474, 0.0242098, 0.015998, 0.0227095, 0.0297382, 0.0203846, 0.0315765, 0.0230009, 0.021473, 0.030293, 0.0338288, 0.0157678, 0.0285489, 0.0208871, 0.0240026, 0.0331317, 0.0165551, 0.0252882, 0.0219306, 0.0296891, 0.0149584, 0.0295739, 0.0273579, 0.0190179, 0.0155784, 0.0240334, 0.0187075, 0.024086, 0.0188817, 0.0182787, 0.0170086, 0.0268483, 0.0214116, 0.0229074, 0.0239747, 0.0157823, 0.0358538, 0.0158083, 0.016374, 0.0210234, 0.0361402, 0.0237868, 0.0218876, 0.0264212, 0.0313242, 0.0261506, 0.0233534, 0.016331, 0.0192827, 0.021127, 0.0232568, 0.0153509, 0.0186019, 0.020558, 0.0204768, 0.0243336, 0.0300607, 0.0206979, 0.0251572, 0.0207663, 0.0197538, 0.0199723, 0.0213244, 0.028652, 0.0159717, 0.0229587, 0.0292754, 0.0345885, 0.0157657, 0.019045, 0.0178716, 0.0190124, 0.0240399, 0.0257353, 0.023576, 0.0308215, 0.0139932, 0.0196246, 0.0280261, 0.0285388, 0.0218431, 0.0219529, 0.0262077, 0.0181422, 0.0322272, 0.0232944, 0.0220932, 0.0187375, 0.0243532, 0.017498, 0.0163858, 0.0332082, 0.026064, 0.0278656, 0.0223367, 0.0258217, 0.0282568, 0.0168015, 0.0300646, 
G/Dep; 4.64159e-05; 0.0508599, 0.0497789, 0.131388, 0.0429863, 0.142254, 0.10055, 0.14919, 0.048981, 0.135884, 0.0478378, 0.0461438, 0.133936, 0.0512748, 0.122175, 0.127863, 0.0557242, 0.0468498, 0.0554086, 0.0433083, 0.0466865, 0.134575, 0.141166, 0.047098, 0.0363797, 0.138894, 0.0461635, 0.0471708, 0.135417, 0.145936, 0.0491698, 0.134797, 0.0444514, 0.129126, 0.0505092, 0.0361402, 0.0534754, 0.138842, 0.138867, 0.156704, 0.125857, 0.151125, 0.0985785, 0.137182, 0.119974, 0.145676, 0.0634375, 0.0632469, 0.143882, 0.0626654, 0.0379723, 0.135648, 0.141679, 0.141434, 0.0554316, 0.0497302, 0.139904, 0.162486, 0.057174, 0.159643, 0.146906, 0.140289, 0.107525, 0.109701, 0.140097, 0.0592667, 0.137581, 0.145483, 0.139457, 0.126238, 0.0985055, 0.130442, 0.152782, 0.0426323, 0.129433, 0.153018, 0.0512164, 0.136646, 0.136754, 0.136615, 0.149791, 0.140796, 0.137953, 0.0591121, 0.139461, 0.156704, 0.133429, 0.117605, 0.132918, 0.0536498, 0.0578159, 0.159999, 0.0490883, 0.0627708, 0.147621, 0.0491007, 0.0335657, 0.0596339, 0.140894, 0.143044, 0.0520754, 
G/Gre; 4.64159e-05; 0.0474974, 0.0547501, 0.0508576, 0.139618, 0.0493892, 0.0574425, 0.054656, 0.0525692, 0.152962, 0.137457, 0.0375879, 0.104507, 0.0521986, 0.130181, 0.127976, 0.0590931, 0.137813, 0.148631, 0.0436802, 0.05909, 0.11182, 0.147075, 0.153388, 0.150195, 0.136873, 0.147965, 0.15262, 0.0497175, 0.16905, 0.141191, 0.135309, 0.140157, 0.128754, 0.107464, 0.142018, 0.12773, 0.0550685, 0.0477171, 0.0466586, 0.0620671, 0.130279, 0.0497789, 0.136247, 0.138055, 0.140269, 0.0511426, 0.0498195, 0.143044, 0.0497789, 0.164649, 0.0552058, 0.143281, 0.131809, 0.133848, 0.0569664, 0.141284, 0.0512045, 0.090231, 0.0398216, 0.135859, 0.136735, 0.0505194, 0.137028, 0.141316, 0.123682, 0.11464, 0.14137, 0.164481, 0.137907, 0.132927, 0.143359, 0.145221, 0.152435, 0.0486045, 0.139549, 0.163899, 0.132701, 0.0606544, 0.136068, 0.126246, 0.14671, 0.13333, 0.143706, 0.149212, 0.159819, 0.0638912, 0.0501115, 0.141214, 0.107904, 0.0406255, 0.133949, 0.0586417, 0.141134, 0.043794, 0.141275, 0.125964, 0.135499, 0.11699, 0.126192, 0.143044, 
G/Sqrt; 4.64159e-05; 0.0501115, 0.0547501, 0.0474974, 0.141214, 0.0508576, 0.0493892, 0.139618, 0.054656, 0.0525692, 0.130181, 0.127976, 0.142018, 0.140157, 0.135499, 0.0436802, 0.150195, 0.137457, 0.11182, 0.104507, 0.0498195, 0.153388, 0.140269, 0.0586417, 0.0521986, 0.130279, 0.0511426, 0.141134, 0.0497789, 0.138055, 0.15262, 0.137813, 0.12773, 0.0620671, 0.136735, 0.147075, 0.05909, 0.136873, 0.136247, 0.0552058, 0.133949, 0.0466586, 0.141275, 0.141316, 0.0497175, 0.141284, 0.0550685, 0.131809, 0.145221, 0.128754, 0.090231, 0.107904, 0.0569664, 0.0512045, 0.147965, 0.141191, 0.139549, 0.123682, 0.135309, 0.0590931, 0.137907, 0.133848, 0.137028, 0.125964, 0.0486045, 0.14137, 0.0406255, 0.0398216, 0.126246, 0.11699, 0.0477171, 0.135859, 0.16905, 0.11464, 0.152435, 0.043794, 0.126192, 0.0638912, 0.13333, 0.132701, 0.163899, 0.14671, 0.143706, 0.0606544, 0.159819, 0.0574425, 0.152962, 0.0375879, 0.0505194, 0.107464, 0.143044, 0.148631, 0.164649, 0.164481, 0.0497789, 0.143281, 0.143044, 0.132927, 0.136068, 0.143359, 0.149212, 
G/UCT; 0.0001; 0.129093, 0.0481696, 0.101125, 0.128917, 0.152882, 0.048573, 0.0454472, 0.138479, 0.116847, 0.0479219, 0.0507085, 0.0706988, 0.0492841, 0.143044, 0.0438382, 0.0487339, 0.150474, 0.0473112, 0.112499, 0.160276, 0.135652, 0.123811, 0.0481812, 0.149506, 0.135553, 0.0496097, 0.0538391, 0.131231, 0.128746, 0.0432442, 0.112695, 0.114446, 0.15053, 0.0488151, 0.155746, 0.0488351, 0.140957, 0.13503, 0.116472, 0.0585631, 0.0590803, 0.139826, 0.0495476, 0.0535932, 0.146358, 0.0645752, 0.116299, 0.119497, 0.0361298, 0.140153, 0.134862, 0.0609779, 0.137996, 0.163514, 0.137691, 0.132545, 0.144133, 0.0358047, 0.150734, 0.129097, 0.135015, 0.135033, 0.15198, 0.0509323, 0.157779, 0.132191, 0.0591091, 0.133231, 0.145307, 0.142556, 0.138248, 0.146858, 0.105627, 0.0643987, 0.146976, 0.139672, 0.136659, 0.144002, 0.131084, 0.144365, 0.152089, 0.135312, 0.126238, 0.0816636, 0.137466, 0.0508568, 0.137768, 0.141683, 0.0485568, 0.137457, 0.0902427, 0.0437263, 0.14117, 0.0442323, 0.153171, 0.136125, 0.0487232, 0.131683, 0.164121, 0.0637235, 
G/Tun; 0.0001; 0.0495478, 0.0459603, 0.0410824, 0.0547501, 0.116675, 0.0555342, 0.151539, 0.0659389, 0.0584767, 0.0481153, 0.0527852, 0.16419, 0.0684607, 0.0394783, 0.0503418, 0.0379723, 0.0515615, 0.121664, 0.131351, 0.0495686, 0.132001, 0.153681, 0.141406, 0.142811, 0.0442947, 0.0505807, 0.149633, 0.134631, 0.0501139, 0.139289, 0.144448, 0.145369, 0.146538, 0.137099, 0.135871, 0.0580561, 0.140594, 0.0295739, 0.143873, 0.042554, 0.0604394, 0.0889068, 0.145064, 0.141554, 0.127983, 0.0540613, 0.1409, 0.129953, 0.126616, 0.149836, 0.147324, 0.159685, 0.155214, 0.132485, 0.133629, 0.0592732, 0.100707, 0.0472689, 0.145416, 0.0506762, 0.111269, 0.12613, 0.0521968, 0.0531799, 0.134501, 0.129527, 0.142925, 0.144255, 0.157062, 0.127361, 0.151594, 0.115169, 0.0493753, 0.150396, 0.149212, 0.0481716, 0.135211, 0.0592788, 0.145064, 0.142684, 0.0582936, 0.0634164, 0.1331, 0.138894, 0.152435, 0.147051, 0.136859, 0.14063, 0.12597, 0.146433, 0.0592192, 0.0567298, 0.126156, 0.0469581, 0.149542, 0.132433, 0.139561, 0.103126, 0.144311, 0.152016, 
G/SP; 0.0001; 0.0264212, 0.0203846, 0.0157678, 0.0190179, 0.0220932, 0.0237868, 0.020558, 0.0239747, 0.0358538, 0.0181422, 0.0196246, 0.0219306, 0.0285489, 0.0229074, 0.0297382, 0.0208871, 0.0218876, 0.0182787, 0.0165551, 0.0280261, 0.0240334, 0.0233534, 0.0240026, 0.0157823, 0.0149584, 0.0155784, 0.0278656, 0.0219529, 0.0183474, 0.0361402, 0.0338288, 0.0273579, 0.0214116, 0.0300607, 0.0296891, 0.0213244, 0.0285388, 0.015998, 0.0187075, 0.0170086, 0.0192827, 0.0206979, 0.0163858, 0.0188817, 0.0252882, 0.0158083, 0.016331, 0.0243336, 0.021127, 0.0210234, 0.0258217, 0.0232944, 0.0186019, 0.0157657, 0.0153509, 0.0345885, 0.0204768, 0.0308215, 0.0232568, 0.0218431, 0.016374, 0.0159717, 0.026064, 0.0199723, 0.0295739, 0.0268483, 0.0243532, 0.0227095, 0.030293, 0.0168015, 0.0282568, 0.0229587, 0.019045, 0.0251572, 0.028652, 0.0262077, 0.0257353, 0.0292754, 0.0331317, 0.0240399, 0.0313242, 0.0190124, 0.0139932, 0.0322272, 0.0230009, 0.020774, 0.0315765, 0.0187375, 0.021473, 0.0242098, 0.0332082, 0.0178716, 0.0300646, 0.0207663, 0.0261506, 0.024086, 0.0223367, 0.017498, 0.0197538, 0.023576, 
