Algorithm;Hyperparameter (C);Values
sq; 0.0001; 0.00897506, 0.0101968, 0.00697558, 0.0155744, 0.00624672, 0.0114301, 0.0057102, 0.00953928, 0.00550886, 0.00520547, 0.0135544, 0.010183, 0.00680691, 0.00670492, 0.00763936, 0.0200749, 0.0233445, 0.0146855, 0.0107099, 0.0103186, 0.00458335, 0.00849052, 0.00514285, 0.0185591, 0.0272979, 0.01092, 0.00624884, 0.0108324, 0.0147331, 0.0204596, 0.0216686, 0.00479319, 0.00468429, 0.0152196, 0.0204966, 0.0160532, 0.0127594, 0.00678232, 0.0149868, 0.0134709, 0.0108969, 0.00711666, 0.00543987, 0.0119514, 0.00990149, 0.00732934, 0.00684627, 0.0102954, 0.0159419, 0.0061632, 0.0120562, 0.00633443, 0.0201321, 0.00691951, 0.00547103, 0.0191107, 0.0172061, 0.00983256, 0.0124473, 0.0046339, 0.00670492, 0.00839813, 0.0163887, 0.0182889, 0.0169851, 0.00759928, 0.00572093, 0.0066973, 0.00613184, 0.0139345, 0.00545266, 0.014787, 0.0120975, 0.00592358, 0.0293513, 0.012548, 0.00684755, 0.00986372, 0.0160345, 0.00732112, 0.017308, 0.0115176, 0.0140543, 0.00634321, 0.0326418, 0.0115176, 0.0101551, 0.0121817, 0.00980651, 0.0182777, 0.0177643, 0.0200568, 0.00694301, 0.0108511, 0.00727499, 0.0345734, 0.0134041, 0.0164249, 0.0132871, 0.017895, 
sqrt; 0.0001; 0.25438, 0.356105, 0.287684, 0.378442, 0.349787, 0.380392, 0.319758, 0.273898, 0.29819, 0.28651, 0.260392, 0.343849, 0.267378, 0.304627, 0.376412, 0.282571, 0.291685, 0.272988, 0.271085, 0.406907, 0.385205, 0.274892, 0.257102, 0.275032, 0.288768, 0.401966, 0.293641, 0.331971, 0.320859, 0.277425, 0.385743, 0.351087, 0.441555, 0.305041, 0.257358, 0.341724, 0.365315, 0.26832, 0.26754, 0.389492, 0.336632, 0.307862, 0.282475, 0.366586, 0.300642, 0.3162, 0.296043, 0.255374, 0.274892, 0.244387, 0.331138, 0.331043, 0.281158, 0.369428, 0.284392, 0.362836, 0.273281, 0.336931, 0.353393, 0.313044, 0.357627, 0.329608, 0.35629, 0.291512, 0.36292, 0.287059, 0.332653, 0.369509, 0.357389, 0.350918, 0.356543, 0.29106, 0.372099, 0.361258, 0.355498, 0.324666, 0.332955, 0.370277, 0.312521, 0.29769, 0.324356, 0.31053, 0.267041, 0.300642, 0.280972, 0.33799, 0.306469, 0.344694, 0.405472, 0.272843, 0.275122, 0.318508, 0.350158, 0.424376, 0.342186, 0.346653, 0.278393, 0.376906, 0.369949, 0.324655, 
Normal; 0.000215443; 0.118187, 0.0808136, 0.136657, 0.101478, 0.0632437, 0.0888893, 0.13324, 0.102245, 0.079697, 0.129774, 0.144035, 0.0818836, 0.179348, 0.0746599, 0.080813, 0.0804924, 0.118761, 0.135432, 0.137096, 0.125678, 0.10569, 0.102623, 0.0928378, 0.116146, 0.12808, 0.0898825, 0.100493, 0.117782, 0.14499, 0.113612, 0.0906724, 0.0834082, 0.083305, 0.0670243, 0.0935558, 0.0969627, 0.142548, 0.173865, 0.0753754, 0.114937, 0.082856, 0.102725, 0.139137, 0.12202, 0.106561, 0.0966792, 0.0978087, 0.0871483, 0.1062, 0.116439, 0.129711, 0.094662, 0.148596, 0.117558, 0.0691625, 0.0679611, 0.115889, 0.13067, 0.187668, 0.113315, 0.0940694, 0.130872, 0.148616, 0.0751172, 0.141599, 0.122632, 0.163891, 0.0874514, 0.168227, 0.136686, 0.111966, 0.126979, 0.111236, 0.117221, 0.182425, 0.11473, 0.142002, 0.139292, 0.189963, 0.109129, 0.0587244, 0.0662594, 0.104249, 0.154602, 0.061366, 0.100888, 0.135485, 0.113365, 0.0714143, 0.131044, 0.127071, 0.119494, 0.214235, 0.0769095, 0.169748, 0.154561, 0.198196, 0.106292, 0.151459, 0.120623, 
sq; 0.000215443; 0.00589205, 0.00633443, 0.00694301, 0.00636663, 0.0096033, 0.0199033, 0.00749713, 0.0228066, 0.00694902, 0.00672053, 0.00709524, 0.0059595, 0.00474976, 0.00613184, 0.00651445, 0.00723732, 0.00691951, 0.00697558, 0.00761154, 0.00691951, 0.00604098, 0.00723861, 0.0104541, 0.0136041, 0.00622579, 0.0067847, 0.00579485, 0.0123205, 0.0146213, 0.010183, 0.00794428, 0.0111138, 0.00545202, 0.0220998, 0.00862702, 0.0153647, 0.0122028, 0.00601517, 0.00657756, 0.00624672, 0.0110252, 0.00709524, 0.0110838, 0.00941828, 0.0112289, 0.00578939, 0.0201492, 0.00816338, 0.00680287, 0.00672053, 0.00749713, 0.00815171, 0.0157693, 0.00899556, 0.0117239, 0.0073727, 0.0110852, 0.0073727, 0.00691951, 0.00633443, 0.00521504, 0.00627981, 0.00678232, 0.00527854, 0.00670492, 0.00672053, 0.00868918, 0.0172853, 0.00579485, 0.0172631, 0.00684627, 0.00613184, 0.017777, 0.0134673, 0.0140811, 0.0163808, 0.0071768, 0.00387866, 0.0129984, 0.00613184, 0.00691951, 0.016817, 0.00672053, 0.00684627, 0.00893048, 0.00877066, 0.00628082, 0.00545504, 0.00680995, 0.00587711, 0.00696222, 0.00613184, 0.00621414, 0.00892805, 0.00639215, 0.0139138, 0.0205852, 0.00745275, 0.0126359, 0.00761154, 
sqrt; 0.000215443; 0.304627, 0.307862, 0.287059, 0.319758, 0.281158, 0.291685, 0.288768, 0.331043, 0.300642, 0.300642, 0.370277, 0.277425, 0.365315, 0.336632, 0.356105, 0.362836, 0.274892, 0.287684, 0.304995, 0.31053, 0.385743, 0.26832, 0.26754, 0.293641, 0.336131, 0.272843, 0.349787, 0.357627, 0.324666, 0.313044, 0.260392, 0.320859, 0.282756, 0.29819, 0.350158, 0.25438, 0.401966, 0.358279, 0.255374, 0.267378, 0.318508, 0.257358, 0.284392, 0.269388, 0.355498, 0.385205, 0.324356, 0.329608, 0.332955, 0.345385, 0.251934, 0.282571, 0.361139, 0.331971, 0.361258, 0.331138, 0.35629, 0.355097, 0.33665, 0.441555, 0.346653, 0.341724, 0.356543, 0.332653, 0.386243, 0.278393, 0.275122, 0.353393, 0.351087, 0.357389, 0.340358, 0.342186, 0.29127, 0.354172, 0.306469, 0.33799, 0.366586, 0.350918, 0.405472, 0.386451, 0.343849, 0.376412, 0.244387, 0.3162, 0.26881, 0.300642, 0.369509, 0.305238, 0.389492, 0.380392, 0.336931, 0.369428, 0.305041, 0.271085, 0.344694, 0.280972, 0.282475, 0.356121, 0.369949, 0.324655, 
Normal; 0.000464159; 0.11656, 0.143751, 0.105818, 0.124055, 0.124645, 0.0816367, 0.102245, 0.0765181, 0.0858644, 0.062226, 0.0733593, 0.0888893, 0.113612, 0.133011, 0.134615, 0.0700526, 0.146729, 0.0653771, 0.135432, 0.113024, 0.136767, 0.109981, 0.0966792, 0.117782, 0.14283, 0.126051, 0.130761, 0.0935558, 0.103688, 0.214235, 0.095763, 0.192459, 0.131044, 0.135485, 0.166204, 0.121591, 0.120918, 0.15642, 0.141599, 0.144062, 0.0702818, 0.127593, 0.113365, 0.133455, 0.0973273, 0.123388, 0.143977, 0.129711, 0.121066, 0.0791996, 0.0812897, 0.0714143, 0.114978, 0.082856, 0.119795, 0.111336, 0.11473, 0.110223, 0.111213, 0.0691625, 0.182425, 0.156464, 0.15642, 0.103502, 0.0902886, 0.167508, 0.13324, 0.106561, 0.0670243, 0.102623, 0.114937, 0.103058, 0.0907702, 0.170755, 0.138369, 0.157694, 0.0722963, 0.0961585, 0.079697, 0.126358, 0.110082, 0.111236, 0.127034, 0.116146, 0.15646, 0.115889, 0.061366, 0.140587, 0.154396, 0.136686, 0.150843, 0.107154, 0.185066, 0.0708985, 0.113315, 0.150491, 0.111302, 0.149942, 0.0777805, 0.109801, 
sq; 0.000464159; 0.00862039, 0.00672053, 0.00899556, 0.00633443, 0.00761154, 0.00691951, 0.00761154, 0.00761154, 0.00821876, 0.00749713, 0.00709524, 0.00749713, 0.0073727, 0.00633443, 0.0076214, 0.00709524, 0.0075459, 0.0071768, 0.00691951, 0.00731711, 0.00614566, 0.0127004, 0.0171485, 0.0194671, 0.0110745, 0.00600212, 0.00649223, 0.00723861, 0.00679463, 0.00597152, 0.00723861, 0.0184869, 0.0117541, 0.00613184, 0.00722592, 0.00764244, 0.00613184, 0.00678232, 0.0131532, 0.00611869, 0.0149492, 0.00633443, 0.00759376, 0.00624809, 0.0142162, 0.00678232, 0.0146633, 0.00549225, 0.00953928, 0.00613195, 0.00749713, 0.00694301, 0.00589567, 0.00660551, 0.0139925, 0.0157903, 0.0157383, 0.011418, 0.00711443, 0.0107891, 0.00723861, 0.00703403, 0.0073727, 0.00829851, 0.0157588, 0.0138917, 0.0073727, 0.00749713, 0.012117, 0.00749713, 0.0187979, 0.00753472, 0.0166653, 0.00592358, 0.014218, 0.018509, 0.0195016, 0.018509, 0.0132044, 0.0141953, 0.00650329, 0.00505292, 0.0166653, 0.00633443, 0.00749713, 0.00762292, 0.0073727, 0.0172295, 0.00521965, 0.00539354, 0.014808, 0.0155648, 0.00613184, 0.0159607, 0.0185201, 0.00541583, 0.0219037, 0.00958459, 0.0167272, 0.0163589, 
sqrt; 0.000464159; 0.304627, 0.257358, 0.281158, 0.343849, 0.31053, 0.267378, 0.331043, 0.260392, 0.365315, 0.349787, 0.370277, 0.274245, 0.336632, 0.288768, 0.291685, 0.307862, 0.320569, 0.351087, 0.380392, 0.276342, 0.362836, 0.300642, 0.26832, 0.29819, 0.358279, 0.361139, 0.33047, 0.293641, 0.385743, 0.441555, 0.319933, 0.356105, 0.376412, 0.324356, 0.313044, 0.282571, 0.25438, 0.284676, 0.332955, 0.35629, 0.314992, 0.336931, 0.271085, 0.333922, 0.329608, 0.274997, 0.298587, 0.332988, 0.336131, 0.284392, 0.356543, 0.331971, 0.29127, 0.3162, 0.301418, 0.33665, 0.269388, 0.386243, 0.346653, 0.341724, 0.345145, 0.355498, 0.354172, 0.369683, 0.324666, 0.338793, 0.369428, 0.331138, 0.287059, 0.405472, 0.332653, 0.342186, 0.275122, 0.366586, 0.357389, 0.282475, 0.287684, 0.348457, 0.33799, 0.305041, 0.420989, 0.350918, 0.387984, 0.300642, 0.307718, 0.318508, 0.369509, 0.26881, 0.401966, 0.282744, 0.345728, 0.272843, 0.397051, 0.244387, 0.352247, 0.282756, 0.389492, 0.293464, 0.358962, 0.324655, 
Normal; 0.001; 0.122672, 0.0745225, 0.0872178, 0.149075, 0.106368, 0.0890066, 0.0756157, 0.0795892, 0.13324, 0.0962197, 0.102623, 0.159706, 0.131482, 0.112958, 0.0964288, 0.11985, 0.104361, 0.102302, 0.108864, 0.141417, 0.0768091, 0.107743, 0.11607, 0.121818, 0.169961, 0.133065, 0.0858644, 0.109534, 0.113024, 0.0948449, 0.148213, 0.171018, 0.106821, 0.140193, 0.0845614, 0.0854523, 0.115122, 0.111331, 0.117824, 0.082856, 0.115119, 0.13342, 0.14685, 0.171656, 0.0823549, 0.0907702, 0.0827063, 0.106715, 0.0648059, 0.115632, 0.0847176, 0.106666, 0.109698, 0.095173, 0.120326, 0.0994548, 0.15402, 0.0768886, 0.141599, 0.084377, 0.111236, 0.165104, 0.150367, 0.0887705, 0.134772, 0.182425, 0.115092, 0.15642, 0.143977, 0.128297, 0.108344, 0.112865, 0.132956, 0.127593, 0.166501, 0.0976641, 0.0979449, 0.0937715, 0.111754, 0.164175, 0.16829, 0.166433, 0.124967, 0.132619, 0.172126, 0.201539, 0.0890066, 0.106979, 0.0984316, 0.0799356, 0.11473, 0.150961, 0.102702, 0.0990278, 0.0780196, 0.127171, 0.13264, 0.0900693, 0.0991487, 0.0723697, 
sq; 0.001; 0.00749713, 0.0073727, 0.00653083, 0.00749713, 0.00911977, 0.00653083, 0.00866808, 0.00749713, 0.00749713, 0.0073727, 0.0073727, 0.00835455, 0.00761154, 0.00972575, 0.00749713, 0.00932432, 0.0162175, 0.0073727, 0.0130992, 0.00749713, 0.00849101, 0.00749713, 0.00691951, 0.00749713, 0.00691951, 0.00749713, 0.00761154, 0.00761154, 0.00877465, 0.0204245, 0.00749713, 0.00716023, 0.00723861, 0.00761154, 0.0073727, 0.00798163, 0.00691951, 0.0073727, 0.00749713, 0.00749713, 0.00749713, 0.0073727, 0.00742903, 0.00761154, 0.00749713, 0.0073727, 0.0147384, 0.0073727, 0.00639105, 0.00749713, 0.0175174, 0.0166653, 0.0073727, 0.00672053, 0.00746458, 0.00723861, 0.0073727, 0.0159497, 0.0171485, 0.0237316, 0.00742903, 0.0073727, 0.00761154, 0.0073727, 0.0074362, 0.00653083, 0.00665776, 0.0167545, 0.00761154, 0.00749713, 0.00723861, 0.0180945, 0.0157903, 0.0146752, 0.00749713, 0.00749713, 0.0123821, 0.00749713, 0.00749713, 0.00749713, 0.0212051, 0.00810788, 0.00718901, 0.00761154, 0.00673593, 0.00653935, 0.00723861, 0.0073727, 0.0172164, 0.00664074, 0.0224761, 0.0116645, 0.0158634, 0.0177181, 0.0175533, 0.0219389, 0.0168166, 0.0187312, 0.0163355, 0.024155, 
sqrt; 0.001; 0.277963, 0.400963, 0.31053, 0.260392, 0.308599, 0.304308, 0.284392, 0.289811, 0.26832, 0.282744, 0.352247, 0.358577, 0.332598, 0.356543, 0.345787, 0.380392, 0.385743, 0.274622, 0.305041, 0.354593, 0.311282, 0.346228, 0.3162, 0.331787, 0.274245, 0.370277, 0.288768, 0.319604, 0.279832, 0.287059, 0.313044, 0.294333, 0.297517, 0.348196, 0.332955, 0.278418, 0.287684, 0.327954, 0.244387, 0.357389, 0.282645, 0.293641, 0.318508, 0.349787, 0.282571, 0.34141, 0.418327, 0.272843, 0.366098, 0.34631, 0.319167, 0.384313, 0.348457, 0.324666, 0.288854, 0.366586, 0.269388, 0.336632, 0.376412, 0.317328, 0.358279, 0.369683, 0.342186, 0.358312, 0.362149, 0.36231, 0.414222, 0.282475, 0.351541, 0.331779, 0.326472, 0.338826, 0.420989, 0.26881, 0.291685, 0.281158, 0.300642, 0.351087, 0.369428, 0.300642, 0.257358, 0.336931, 0.25438, 0.284152, 0.401966, 0.356751, 0.331971, 0.36856, 0.341724, 0.278347, 0.275122, 0.354009, 0.371915, 0.373895, 0.331138, 0.345728, 0.405472, 0.350918, 0.334902, 0.324655, 
