Algorithm;Hyperparameter (C);Values
sq; 0.0001; 0.0476888, 0.0291833, 0.104703, 0.0296099, 0.0458976, 0.0538139, 0.0638956, 0.0995875, 0.114605, 0.0791745, 0.0905997, 0.0834725, 0.0699648, 0.0369913, 0.0552906, 0.0823439, 0.0439957, 0.0467603, 0.0900942, 0.0579797, 0.0502586, 0.0463566, 0.0350612, 0.0557995, 0.0875893, 0.070816, 0.0678763, 0.0362036, 0.0512247, 0.0388725, 0.0784099, 0.0589121, 0.0445269, 0.077182, 0.0379617, 0.0924077, 0.0907722, 0.0825043, 0.0856408, 0.0676067, 0.0576054, 0.0860791, 0.0919795, 0.0882419, 0.0381722, 0.078591, 0.0605253, 0.0637868, 0.0799504, 0.083119, 0.0974564, 0.0789025, 0.0464787, 0.0677301, 0.0545598, 0.0799794, 0.0489998, 0.0788074, 0.0611088, 0.104305, 0.0878042, 0.0670451, 0.0612345, 0.074334, 0.0634637, 0.0395916, 0.0677049, 0.0754657, 0.0973908, 0.0512788, 0.0669638, 0.101627, 0.0259037, 0.0697258, 0.103398, 0.09038, 0.0457661, 0.0726704, 0.0821546, 0.10198, 0.0578023, 0.0535019, 0.0691761, 0.115843, 0.0867378, 0.0806235, 0.102187, 0.0761752, 0.0824301, 0.10556, 0.0809758, 0.0849507, 0.11767, 0.104027, 0.0772648, 0.0493769, 0.130519, 0.0613453, 0.092186, 0.0725459, 
sqrt; 0.0001; 0.0439957, 0.0388725, 0.0634637, 0.0670451, 0.0638956, 0.0296099, 0.0637868, 0.0576054, 0.0823439, 0.0699648, 0.0362036, 0.10556, 0.0445269, 0.0669638, 0.0691761, 0.0552906, 0.0379617, 0.0589121, 0.0995875, 0.0754657, 0.0369913, 0.0464787, 0.0457661, 0.0806235, 0.0612345, 0.0458976, 0.0791745, 0.0467603, 0.0799504, 0.0726704, 0.083119, 0.0605253, 0.0291833, 0.0919795, 0.0825043, 0.0538139, 0.0789025, 0.0545598, 0.0381722, 0.0973908, 0.0489998, 0.0834725, 0.104027, 0.0882419, 0.0821546, 0.0350612, 0.0578023, 0.0502586, 0.0579797, 0.104305, 0.0900942, 0.0905997, 0.0676067, 0.0535019, 0.0824301, 0.0512247, 0.0476888, 0.0678763, 0.077182, 0.0799794, 0.0875893, 0.0557995, 0.103398, 0.0395916, 0.10198, 0.070816, 0.101627, 0.0974564, 0.0677301, 0.0697258, 0.0856408, 0.0809758, 0.0259037, 0.0463566, 0.102187, 0.0907722, 0.0493769, 0.074334, 0.0924077, 0.115843, 0.0788074, 0.0761752, 0.11767, 0.09038, 0.092186, 0.0512788, 0.114605, 0.078591, 0.0677049, 0.0860791, 0.0611088, 0.104703, 0.0867378, 0.0849507, 0.0613453, 0.0878042, 0.0772648, 0.0784099, 0.130519, 0.0725459, 
Normal; 0.000215443; 0.070506, 0.0587981, 0.0619231, 0.050335, 0.0291833, 0.0948788, 0.0650354, 0.0693059, 0.0587447, 0.0688834, 0.0771356, 0.0467603, 0.0586585, 0.0601802, 0.0675343, 0.0602865, 0.0670451, 0.069799, 0.0411753, 0.0731067, 0.037078, 0.0875893, 0.0311396, 0.0772492, 0.0622717, 0.0835876, 0.0958994, 0.0384815, 0.0843203, 0.0746257, 0.134154, 0.068237, 0.0735141, 0.0557667, 0.0772021, 0.0408865, 0.0825082, 0.0594711, 0.0517982, 0.0898013, 0.0851243, 0.0710656, 0.0866305, 0.0780102, 0.0634218, 0.085899, 0.0734695, 0.0828097, 0.0843645, 0.0868783, 0.0668495, 0.036372, 0.0653013, 0.0652673, 0.0996936, 0.111413, 0.0582821, 0.0792165, 0.0995615, 0.0927302, 0.0494122, 0.0534808, 0.047597, 0.0647201, 0.069287, 0.0739052, 0.0864933, 0.0576382, 0.071455, 0.0598782, 0.0954091, 0.0872562, 0.0711499, 0.0639449, 0.0761256, 0.0749062, 0.109657, 0.057173, 0.0889076, 0.0968127, 0.0732312, 0.0691663, 0.0960789, 0.0845523, 0.0943383, 0.0427211, 0.0686127, 0.110323, 0.0871639, 0.106057, 0.136874, 0.0410935, 0.0660265, 0.0889869, 0.0775375, 0.0959766, 0.0630452, 0.172848, 0.112576, 0.104525, 
sq; 0.000215443; 0.0594711, 0.057173, 0.0772021, 0.0670451, 0.0653013, 0.0534808, 0.0587447, 0.0772492, 0.0586585, 0.0494122, 0.0311396, 0.0995615, 0.071455, 0.0959766, 0.069287, 0.0739052, 0.0954091, 0.0761256, 0.068237, 0.0587981, 0.0622717, 0.0686127, 0.0291833, 0.0872562, 0.0792165, 0.0889076, 0.0652673, 0.0996936, 0.0411753, 0.0866305, 0.0691663, 0.111413, 0.0660265, 0.0710656, 0.0384815, 0.0780102, 0.047597, 0.0711499, 0.104525, 0.0825082, 0.0688834, 0.0771356, 0.0601802, 0.134154, 0.0634218, 0.037078, 0.0557667, 0.0875893, 0.0647201, 0.0948788, 0.036372, 0.0598782, 0.110323, 0.0868783, 0.070506, 0.0835876, 0.0732312, 0.0408865, 0.136874, 0.0467603, 0.0843645, 0.0619231, 0.0731067, 0.0871639, 0.0693059, 0.085899, 0.0889869, 0.0639449, 0.0734695, 0.0576382, 0.0650354, 0.0602865, 0.0675343, 0.069799, 0.0943383, 0.0668495, 0.0898013, 0.0749062, 0.109657, 0.0960789, 0.0517982, 0.0958994, 0.050335, 0.0735141, 0.0746257, 0.0775375, 0.0582821, 0.0845523, 0.0427211, 0.0843203, 0.0968127, 0.0410935, 0.0630452, 0.0851243, 0.0927302, 0.0864933, 0.106057, 0.0828097, 0.112576, 0.172848, 
sqrt; 0.000215443; 0.0652673, 0.069287, 0.0772492, 0.0958994, 0.0711499, 0.0384815, 0.0587447, 0.047597, 0.0739052, 0.0411753, 0.0948788, 0.0587981, 0.0634218, 0.0761256, 0.0843203, 0.0734695, 0.0771356, 0.0875893, 0.0467603, 0.0710656, 0.0291833, 0.050335, 0.037078, 0.0557667, 0.0602865, 0.0408865, 0.0598782, 0.0534808, 0.036372, 0.0586585, 0.0835876, 0.0670451, 0.0732312, 0.0594711, 0.0772021, 0.0311396, 0.0828097, 0.136874, 0.085899, 0.0653013, 0.0898013, 0.0601802, 0.0647201, 0.057173, 0.0576382, 0.0494122, 0.068237, 0.0691663, 0.0927302, 0.071455, 0.0517982, 0.070506, 0.0845523, 0.0866305, 0.0746257, 0.069799, 0.0622717, 0.0693059, 0.0675343, 0.0995615, 0.0582821, 0.0792165, 0.0639449, 0.110323, 0.0731067, 0.0868783, 0.0650354, 0.0843645, 0.0619231, 0.0735141, 0.0943383, 0.0996936, 0.0864933, 0.109657, 0.111413, 0.0871639, 0.0851243, 0.0749062, 0.0825082, 0.0872562, 0.0668495, 0.172848, 0.0660265, 0.0960789, 0.0688834, 0.0686127, 0.0968127, 0.134154, 0.0775375, 0.0410935, 0.0954091, 0.0427211, 0.104525, 0.0959766, 0.0889869, 0.106057, 0.0780102, 0.112576, 0.0889076, 0.0630452, 
Normal; 0.000464159; 0.035308, 0.039499, 0.0677383, 0.0586539, 0.0465974, 0.0752161, 0.0995191, 0.0392132, 0.053255, 0.0699835, 0.0747598, 0.0295462, 0.104539, 0.0908968, 0.0870597, 0.0816642, 0.0746001, 0.0923474, 0.0748597, 0.0964504, 0.088531, 0.0711407, 0.0526387, 0.060894, 0.0698587, 0.0626052, 0.111752, 0.0582742, 0.0624306, 0.0899537, 0.0753618, 0.0422249, 0.108363, 0.0773387, 0.0369089, 0.065556, 0.122603, 0.0838007, 0.0727336, 0.0742423, 0.0818957, 0.0996704, 0.0599391, 0.0473336, 0.0430704, 0.0571175, 0.0540271, 0.0923646, 0.0427948, 0.0710847, 0.0649764, 0.0975894, 0.0965203, 0.0707274, 0.11694, 0.0622972, 0.0851271, 0.0615363, 0.0478336, 0.0984781, 0.0616915, 0.070547, 0.0932671, 0.085662, 0.0860001, 0.0909651, 0.0818454, 0.0541406, 0.0647463, 0.106942, 0.0819739, 0.0596574, 0.0929521, 0.0807435, 0.0781902, 0.0759755, 0.092824, 0.078657, 0.0655739, 0.127584, 0.0950586, 0.0640695, 0.0635973, 0.0996851, 0.0437151, 0.114989, 0.0671764, 0.10825, 0.104853, 0.0665475, 0.0808977, 0.048611, 0.070694, 0.128636, 0.131917, 0.0674352, 0.0741048, 0.0645787, 0.0838615, 0.0770876, 
sq; 0.000464159; 0.0710847, 0.0748597, 0.0427948, 0.0995191, 0.0711407, 0.0571175, 0.060894, 0.0295462, 0.0838007, 0.0586539, 0.0392132, 0.0626052, 0.0984781, 0.085662, 0.0816642, 0.108363, 0.0818957, 0.0699835, 0.0698587, 0.0624306, 0.088531, 0.0975894, 0.0752161, 0.065556, 0.0929521, 0.0615363, 0.0677383, 0.0747598, 0.0640695, 0.035308, 0.0909651, 0.0727336, 0.053255, 0.0599391, 0.0923646, 0.0649764, 0.0899537, 0.0781902, 0.10825, 0.104539, 0.0635973, 0.0622972, 0.106942, 0.104853, 0.0860001, 0.070694, 0.0746001, 0.0753618, 0.0616915, 0.0473336, 0.0465974, 0.131917, 0.0526387, 0.0707274, 0.0808977, 0.0870597, 0.128636, 0.0807435, 0.111752, 0.0996704, 0.0582742, 0.0773387, 0.127584, 0.0422249, 0.114989, 0.0369089, 0.0478336, 0.11694, 0.0759755, 0.092824, 0.0655739, 0.0540271, 0.0964504, 0.0923474, 0.0671764, 0.048611, 0.0647463, 0.0908968, 0.0965203, 0.0437151, 0.0541406, 0.0665475, 0.070547, 0.0851271, 0.0996851, 0.0950586, 0.0741048, 0.039499, 0.0674352, 0.0932671, 0.0818454, 0.0430704, 0.0645787, 0.122603, 0.0838615, 0.078657, 0.0819739, 0.0742423, 0.0770876, 0.0596574, 
sqrt; 0.000464159; 0.0392132, 0.0929521, 0.0711407, 0.0748597, 0.060894, 0.0473336, 0.053255, 0.0427948, 0.0899537, 0.0295462, 0.0571175, 0.0818957, 0.0465974, 0.065556, 0.088531, 0.0626052, 0.0710847, 0.085662, 0.0586539, 0.0369089, 0.0649764, 0.0699835, 0.0698587, 0.092824, 0.0747598, 0.0616915, 0.035308, 0.0746001, 0.0727336, 0.0851271, 0.0624306, 0.0838007, 0.0615363, 0.104539, 0.0923646, 0.0984781, 0.11694, 0.0752161, 0.0909651, 0.0677383, 0.0640695, 0.0860001, 0.0541406, 0.0582742, 0.039499, 0.0430704, 0.0816642, 0.0923474, 0.0540271, 0.0995191, 0.10825, 0.0526387, 0.0599391, 0.0759755, 0.106942, 0.0422249, 0.0478336, 0.0808977, 0.0647463, 0.0741048, 0.070547, 0.0996704, 0.0818454, 0.0950586, 0.0655739, 0.048611, 0.0773387, 0.0437151, 0.0975894, 0.0964504, 0.0707274, 0.0781902, 0.108363, 0.0753618, 0.0870597, 0.0965203, 0.127584, 0.104853, 0.0807435, 0.0622972, 0.0819739, 0.070694, 0.0671764, 0.0996851, 0.0635973, 0.111752, 0.0665475, 0.122603, 0.114989, 0.0645787, 0.0838615, 0.0908968, 0.0932671, 0.0742423, 0.128636, 0.078657, 0.0770876, 0.131917, 0.0674352, 0.0596574, 
Normal; 0.001; 0.0822907, 0.0628468, 0.0896721, 0.072415, 0.065483, 0.0739175, 0.0865823, 0.095343, 0.0631929, 0.0733895, 0.080982, 0.0942636, 0.120335, 0.0658756, 0.0574109, 0.0528467, 0.123752, 0.090393, 0.0692209, 0.0672135, 0.0823762, 0.122581, 0.0647003, 0.06218, 0.0816572, 0.0663681, 0.102791, 0.0882723, 0.0538813, 0.0810614, 0.0797271, 0.104207, 0.118352, 0.0964484, 0.0512814, 0.102353, 0.0638679, 0.0655303, 0.085209, 0.11479, 0.0684862, 0.0648928, 0.0852519, 0.0629422, 0.0510994, 0.0909814, 0.0644764, 0.0582809, 0.113218, 0.0697141, 0.0986432, 0.0630694, 0.0662845, 0.113225, 0.077623, 0.105298, 0.0622363, 0.0928885, 0.0745919, 0.0688014, 0.0903908, 0.0977262, 0.0744558, 0.0912331, 0.103222, 0.0847189, 0.0427426, 0.0498694, 0.0600345, 0.0901054, 0.0841358, 0.0483331, 0.0930925, 0.104121, 0.0847833, 0.104459, 0.0706563, 0.0578528, 0.0893241, 0.0842151, 0.068282, 0.0773932, 0.109403, 0.0675606, 0.0756543, 0.0898526, 0.104641, 0.08277, 0.137472, 0.0685355, 0.100733, 0.0592487, 0.0745176, 0.109208, 0.108962, 0.0895719, 0.0883423, 0.0673068, 0.115346, 0.0897665, 
sq; 0.001; 0.0638679, 0.0810614, 0.0865823, 0.0528467, 0.0574109, 0.085209, 0.0512814, 0.0684862, 0.0538813, 0.0739175, 0.0847833, 0.0498694, 0.0756543, 0.0672135, 0.0733895, 0.0648928, 0.0744558, 0.080982, 0.0745919, 0.0662845, 0.0823762, 0.0631929, 0.0909814, 0.0600345, 0.0977262, 0.090393, 0.0658756, 0.105298, 0.0510994, 0.0901054, 0.06218, 0.0644764, 0.100733, 0.102791, 0.0903908, 0.102353, 0.0628468, 0.0629422, 0.123752, 0.0483331, 0.108962, 0.0882723, 0.104207, 0.0655303, 0.077623, 0.0685355, 0.0706563, 0.0427426, 0.0847189, 0.113218, 0.095343, 0.0622363, 0.08277, 0.0797271, 0.0692209, 0.0578528, 0.065483, 0.113225, 0.0930925, 0.122581, 0.0842151, 0.0883423, 0.0942636, 0.0928885, 0.0647003, 0.0663681, 0.0697141, 0.0673068, 0.109208, 0.0630694, 0.104121, 0.0592487, 0.0841358, 0.0896721, 0.0964484, 0.0816572, 0.072415, 0.0893241, 0.0688014, 0.0582809, 0.11479, 0.068282, 0.120335, 0.0852519, 0.118352, 0.104641, 0.103222, 0.109403, 0.0773932, 0.0745176, 0.0986432, 0.0675606, 0.137472, 0.0895719, 0.0912331, 0.104459, 0.0898526, 0.115346, 0.0822907, 0.0897665, 
