Algorithm;Hyperparameter (C);Values
Improved Exact Space; 2.15443e-05; 0.302037, 0.341631, 0.337097, 0.353355, 0.346195, 0.295485, 0.296769, 0.377863, 0.334886, 0.254689, 0.292191, 0.291053, 0.275769, 0.203723, 0.360003, 0.324909, 0.35522, 0.345269, 0.333048, 0.360003, 0.28619, 0.176932, 0.264757, 0.406611, 0.213817, 0.334856, 0.308995, 0.361599, 0.241257, 0.269267, 0.248626, 0.468028, 0.35525, 0.342364, 0.35522, 0.278232, 0.203823, 0.361631, 0.317498, 0.268662, 0.333038, 0.325301, 0.321971, 0.248703, 0.259094, 0.221742, 0.299449, 0.33713, 0.35522, 0.235108, 0.357497, 0.312375, 0.265171, 0.351478, 0.234454, 0.346168, 0.248673, 0.251576, 0.16695, 0.329272, 0.373724, 0.229791, 0.278263, 0.330534, 0.223353, 0.203155, 0.29883, 0.265918, 0.38838, 0.338625, 0.217509, 0.254386, 0.33271, 0.292244, 0.299393, 0.351509, 0.197015, 0.35522, 0.332677, 0.265171, 0.377896, 0.439812, 0.22777, 0.302142, 0.22203, 0.292294, 0.225926, 0.248997, 0.306917, 0.278447, 0.251993, 0.321065, 0.285079, 0.265893, 0.22333, 0.285021, 0.190163, 0.268997, 0.263608, 0.244988, 
Point State Space; 2.15443e-05; 1.17012e-05, 9.39451e-06, 6.34525e-05, 4.17901e-06, 4.76124e-05, 7.37532e-05, 0.000199866, 0.000155451, 4.28462e-05, 1.98214e-07, 0.000194377, 6.3311e-05, 0.000229644, 2.74643e-05, 3.42914e-05, 0.0199798, 0.0399554, 0.0199912, 0.0199445, 0.0199938, 0.0199845, 0.0199461, 0.0194052, 0.0785321, 0.0398561, 0.0199725, 0.0398945, 0.0199426, 0.0199639, 0.0392995, 0.0199008, 0.0194675, 0.0588159, 0.019869, 0.0593744, 0.0197927, 0.0394847, 0.0595189, 0.0727424, 0.0381847, 0.0396386, 0.0196855, 0.0593321, 0.0778805, 0.0344361, 0.0396791, 0.0585475, 0.0775936, 0.0518004, 0.0199784, 0.0390133, 0.0399802, 0.0199999, 0.0395423, 0.0397944, 0.039238, 0.0199912, 0.0393853, 0.0396896, 0.0582168, 0.0199991, 0.05819, 0.0389593, 0.0397573, 0.0398279, 0.0396776, 0.0442415, 0.0199962, 0.0199996, 0.0199976, 0.0199992, 0.0199952, 0.078474, 0.0199983, 0.0399859, 0.000963443, 0.02, 0.0199934, 0.0867017, 0.0756936, 0.0393605, 0.078344, 0.0385562, 0.0592844, 0.0534836, 0.0388429, 0.0571019, 0.0552636, 0.058265, 0.0198933, 0.0398986, 0.111903, 0.0399051, 0.0919675, 0.0779065, 0.0199918, 0.0398969, 0.124635, 0.117202, 0.0906389, 
Grid State Space; 4.64159e-05; 0.183319, 0.161697, 0.232931, 0.158939, 0.145016, 0.146432, 0.201168, 0.176095, 0.112876, 0.22163, 0.187019, 0.159193, 0.157667, 0.156066, 0.162171, 0.147103, 0.12251, 0.128647, 0.148533, 0.242835, 0.142122, 0.125838, 0.135993, 0.188578, 0.136131, 0.170874, 0.1257, 0.110304, 0.141564, 0.21276, 0.211432, 0.116529, 0.0935663, 0.19716, 0.195105, 0.0955508, 0.208764, 0.104926, 0.170292, 0.196636, 0.274275, 0.221598, 0.314645, 0.215019, 0.271369, 0.325081, 0.246091, 0.174844, 0.138195, 0.233984, 0.30019, 0.213625, 0.217395, 0.246506, 0.151313, 0.233271, 0.238717, 0.30133, 0.224172, 0.208822, 0.202901, 0.291652, 0.291727, 0.165943, 0.468028, 0.237045, 0.343682, 0.229158, 0.276532, 0.383976, 0.468028, 0.227782, 0.343682, 0.341751, 0.321905, 0.341751, 0.468028, 0.275001, 0.468028, 0.468028, 0.302356, 0.468028, 0.411597, 0.383976, 0.383976, 0.468028, 0.468028, 0.164051, 0.0933311, 0.15145, 0.255526, 0.206368, 0.215908, 0.221541, 0.172682, 0.265932, 0.366186, 0.468028, 0.411597, 0.468028, 
Grid State Exact; 4.64159e-05; 0.0571696, 0.0702952, 0.0593718, 0.0594394, 0.0950052, 0.0797413, 0.0593804, 0.058665, 0.0780001, 0.0793117, 0.0594325, 0.0757502, 0.0779795, 0.0747859, 0.0768066, 0.0782645, 0.0589336, 0.0762871, 0.0775942, 0.0761459, 0.078186, 0.0769164, 0.0779684, 0.108588, 0.0774421, 0.0399872, 0.0399136, 0.059876, 0.0724156, 0.0776448, 0.0785741, 0.0934651, 0.129344, 0.0776598, 0.0769283, 0.055834, 0.0771957, 0.093151, 0.0593499, 0.0783517, 0.0791918, 0.0791282, 0.0788703, 0.0782507, 0.075316, 0.107757, 0.0959761, 0.118174, 0.0596449, 0.0788693, 0.0397715, 0.0782775, 0.0598192, 0.0399989, 0.077933, 0.0759152, 0.110816, 0.0968641, 0.0773429, 0.0399325, 0.076673, 0.0974339, 0.111621, 0.0397218, 0.0709085, 0.0790738, 0.0909397, 0.0949136, 0.059258, 0.0399471, 0.0786809, 0.0976796, 0.123944, 0.184709, 0.0776935, 0.099333, 0.0399829, 0.168331, 0.0823025, 0.074744, 0.073394, 0.0947783, 0.113504, 0.0778594, 0.0790773, 0.0921695, 0.0595472, 0.0594701, 0.0586752, 0.0950298, 0.0884045, 0.0947062, 0.0399982, 0.0523301, 0.103112, 0.059184, 0.128736, 0.0399035, 0.107625, 0.0399181, 
Deterministic State Space; 4.64159e-05; 0.468028, 
Improved Split State Space; 4.64159e-05; 0.468028, 0.452735, 0.468028, 0.468028, 0.452735, 0.468028, 0.468028, 0.468028, 0.468028, 0.468028, 0.468028, 0.468028, 0.452735, 0.452735, 0.424062, 0.468028, 0.468028, 0.468028, 0.422027, 0.452735, 0.468028, 0.452735, 0.452735, 0.468028, 0.406611, 0.468028, 0.43736, 0.468028, 0.406611, 0.468028, 0.468028, 0.40657, 0.439812, 0.452694, 0.439812, 0.422067, 0.422027, 0.439812, 0.439812, 0.369613, 0.422027, 0.424062, 0.424025, 0.422027, 0.422027, 0.422027, 0.439812, 0.422027, 0.439812, 0.452694, 0.437443, 0.424025, 0.422027, 0.392449, 0.422027, 0.406146, 0.439812, 0.389986, 0.422027, 0.424025, 0.439812, 0.424025, 0.439812, 0.38454, 0.437443, 0.437319, 0.424025, 0.389952, 0.40657, 0.360652, 0.408237, 0.392449, 0.392934, 0.389952, 0.406146, 0.426556, 0.426556, 0.406146, 0.426556, 0.468028, 0.351478, 0.389952, 0.387188, 0.368009, 0.38838, 0.375621, 0.468028, 0.424062, 0.339427, 0.439812, 0.452694, 0.452694, 0.406146, 0.439812, 0.389986, 0.40657, 0.424025, 0.385736, 0.406146, 0.424025, 
Improved Exact Space; 4.64159e-05; 0.324909, 0.264757, 0.360003, 0.406611, 0.337097, 0.334886, 0.377863, 0.292294, 0.213817, 0.292191, 0.28619, 0.275769, 0.278232, 0.321065, 0.22203, 0.265171, 0.312375, 0.295485, 0.361599, 0.302037, 0.265171, 0.176932, 0.241257, 0.35522, 0.203823, 0.265893, 0.285079, 0.29883, 0.268997, 0.269267, 0.38838, 0.377896, 0.292375, 0.35522, 0.321971, 0.341631, 0.35522, 0.35525, 0.221742, 0.360003, 0.248626, 0.306917, 0.22333, 0.325301, 0.302142, 0.330534, 0.361631, 0.346195, 0.345269, 0.468028, 0.353355, 0.248673, 0.296769, 0.203155, 0.229791, 0.234454, 0.251993, 0.265918, 0.346168, 0.373724, 0.244988, 0.248997, 0.259094, 0.342364, 0.33271, 0.299393, 0.190163, 0.235108, 0.223353, 0.338625, 0.263608, 0.268662, 0.35522, 0.275479, 0.292244, 0.197015, 0.16695, 0.22777, 0.217509, 0.251576, 0.225926, 0.351509, 0.351478, 0.33713, 0.357497, 0.317498, 0.333048, 0.329272, 0.278447, 0.334856, 0.254689, 0.333038, 0.203723, 0.254386, 0.281822, 0.299449, 0.439812, 0.291053, 0.285021, 0.278263, 
Point State Space; 4.64159e-05; 3.42914e-05, 0.000229644, 7.37532e-05, 1.98214e-07, 0.000199866, 4.76124e-05, 0.000155451, 6.34525e-05, 6.3311e-05, 0.000194377, 1.17012e-05, 9.39451e-06, 2.74643e-05, 4.17901e-06, 0.0199798, 0.0199445, 4.28462e-05, 0.0197927, 0.0399591, 0.0199912, 0.039843, 0.0199938, 0.0199461, 0.0396896, 0.0199845, 0.0199426, 0.0194675, 0.0381847, 0.0593744, 0.0588159, 0.0199639, 0.0198452, 0.0395277, 0.0398554, 0.0196855, 0.019297, 0.0199008, 0.0585475, 0.0392995, 0.0597113, 0.0727424, 0.0778805, 0.0593321, 0.0198624, 0.0199998, 0.0775936, 0.0397176, 0.019999, 0.0397944, 0.0199784, 0.0199918, 0.0582168, 0.0344361, 0.0396336, 0.0389593, 0.0399794, 0.0394799, 0.0397573, 0.0785321, 0.0199992, 0.05819, 0.0199912, 0.0393574, 0.0199978, 0.0398945, 0.02, 0.0518004, 0.000963443, 0.019994, 0.0787897, 0.0199996, 0.0592844, 0.0199948, 0.0867017, 0.0398986, 0.0390955, 0.0393314, 0.0756936, 0.0399168, 0.0442415, 0.0399859, 0.0398883, 0.0552636, 0.0388429, 0.0199983, 0.0199962, 0.0534836, 0.0392711, 0.0584526, 0.0399076, 0.0385562, 0.0571019, 0.0198933, 0.111903, 0.0778619, 0.0918214, 0.0782704, 0.117202, 0.124635, 0.0906389, 
Grid State Space; 0.0001; 0.143593, 0.217124, 0.114634, 0.19046, 0.147016, 0.127293, 0.147148, 0.156337, 0.151726, 0.122538, 0.14328, 0.184689, 0.169229, 0.114368, 0.218768, 0.149582, 0.165253, 0.161196, 0.350639, 0.267899, 0.165862, 0.140451, 0.277609, 0.193297, 0.104293, 0.151047, 0.304193, 0.113731, 0.234798, 0.177354, 0.343682, 0.213268, 0.314633, 0.25892, 0.250817, 0.254146, 0.22642, 0.234063, 0.220085, 0.396305, 0.244893, 0.215357, 0.191064, 0.278619, 0.274738, 0.237557, 0.199308, 0.337998, 0.238371, 0.343682, 0.317885, 0.36886, 0.333883, 0.244481, 0.242641, 0.299553, 0.263282, 0.33274, 0.274547, 0.286855, 0.310308, 0.223888, 0.341751, 0.273388, 0.290169, 0.346972, 0.374455, 0.303751, 0.468028, 0.216865, 0.343682, 0.369397, 0.365365, 0.302356, 0.468028, 0.33274, 0.36886, 0.36392, 0.468028, 0.362453, 0.341768, 0.468028, 0.383976, 0.376686, 0.36392, 0.13825, 0.287209, 0.225208, 0.147962, 0.154065, 0.383976, 0.15671, 0.229539, 0.468028, 0.212726, 0.28484, 0.373076, 0.366186, 0.276033, 0.343682, 
Grid State Exact; 0.0001; 0.0773785, 0.128736, 0.0709085, 0.0771957, 0.111621, 0.0947062, 0.0392471, 0.059184, 0.0934651, 0.0764517, 0.0769394, 0.0567198, 0.0823025, 0.118174, 0.0969106, 0.0761459, 0.0762871, 0.0967482, 0.0788514, 0.0593804, 0.079373, 0.0598921, 0.0950052, 0.0590859, 0.0780304, 0.0393085, 0.0523301, 0.055834, 0.0768066, 0.108409, 0.0757502, 0.0791918, 0.0398839, 0.0591891, 0.103112, 0.0884045, 0.0842384, 0.0399841, 0.0599083, 0.0789265, 0.0783083, 0.059258, 0.0791282, 0.073394, 0.0783517, 0.0932887, 0.0754481, 0.0399471, 0.0751228, 0.0782507, 0.109231, 0.0399172, 0.108201, 0.0399863, 0.168331, 0.0778594, 0.0947783, 0.0793199, 0.123944, 0.0763274, 0.0795004, 0.0788979, 0.0773429, 0.114212, 0.129344, 0.0950298, 0.0921695, 0.0751636, 0.0399768, 0.0791172, 0.0968641, 0.0398317, 0.113934, 0.0782528, 0.0571696, 0.0782175, 0.099333, 0.0580647, 0.0781408, 0.0594457, 0.0399986, 0.106281, 0.0946067, 0.109457, 0.0774421, 0.0759152, 0.0597512, 0.0788609, 0.0747859, 0.039967, 0.0974578, 0.0599436, 0.0399676, 0.0785814, 0.0199989, 0.184709, 0.0786978, 0.039942, 0.0586752, 0.0949136, 
Deterministic State Space; 0.0001; 0.468028, 
Improved Split State Space; 0.0001; 0.468028, 0.468028, 0.452735, 0.452735, 0.452735, 0.452735, 0.468028, 0.452735, 0.468028, 0.468028, 0.468028, 0.468028, 0.468028, 0.452735, 0.468028, 0.452735, 0.468028, 0.468028, 0.468028, 0.439812, 0.468028, 0.452694, 0.468028, 0.422027, 0.468028, 0.424025, 0.422027, 0.468028, 0.468028, 0.422027, 0.439812, 0.439812, 0.439812, 0.439812, 0.452694, 0.422027, 0.406611, 0.439812, 0.422027, 0.422027, 0.452694, 0.452694, 0.406146, 0.422027, 0.422027, 0.439812, 0.439812, 0.452694, 0.439812, 0.391194, 0.43736, 0.439812, 0.437443, 0.421945, 0.424062, 0.424025, 0.424062, 0.422027, 0.40657, 0.439812, 0.422027, 0.391114, 0.439812, 0.408311, 0.391074, 0.439812, 0.419358, 0.424025, 0.392375, 0.406146, 0.385736, 0.406146, 0.373825, 0.401893, 0.401893, 0.353355, 0.371846, 0.406146, 0.369647, 0.392934, 0.373758, 0.389952, 0.389952, 0.373724, 0.468028, 0.424025, 0.468028, 0.452694, 0.43736, 0.437443, 0.422027, 0.422027, 0.422027, 0.422027, 0.389952, 0.406146, 0.385736, 0.351478, 0.369545, 0.408237, 
Improved Exact Space; 0.0001; 0.264757, 0.334886, 0.28619, 0.324909, 0.299449, 0.275769, 0.468028, 0.321971, 0.333048, 0.265893, 0.248649, 0.40657, 0.306917, 0.389986, 0.33108, 0.22333, 0.406611, 0.176932, 0.325301, 0.353355, 0.278447, 0.265171, 0.296769, 0.265171, 0.254689, 0.439812, 0.35522, 0.338692, 0.295485, 0.312375, 0.241257, 0.321065, 0.213817, 0.351478, 0.269267, 0.346195, 0.439812, 0.35525, 0.254386, 0.203823, 0.291053, 0.251993, 0.361599, 0.29265, 0.317498, 0.38838, 0.268662, 0.334856, 0.223353, 0.35522, 0.35522, 0.338625, 0.38838, 0.234454, 0.221742, 0.361631, 0.203155, 0.302142, 0.357497, 0.351509, 0.377963, 0.341631, 0.346168, 0.265918, 0.244988, 0.299393, 0.248997, 0.377896, 0.235108, 0.33271, 0.248673, 0.285079, 0.251576, 0.278232, 0.217509, 0.248626, 0.197015, 0.229791, 0.22777, 0.373724, 0.219948, 0.225926, 0.342364, 0.22203, 0.302037, 0.360003, 0.329272, 0.203723, 0.29883, 0.360003, 0.241496, 0.281822, 0.35522, 0.330534, 0.33713, 0.285021, 0.333038, 0.16695, 0.190163, 0.275479, 
Point State Space; 0.0001; 4.76124e-05, 6.3311e-05, 0.000229644, 6.34525e-05, 3.42914e-05, 1.17012e-05, 1.98214e-07, 9.39451e-06, 0.000155451, 4.17901e-06, 0.000199866, 2.74643e-05, 0.0199815, 4.28462e-05, 0.000194377, 7.37532e-05, 0.0199912, 0.0199445, 0.0785321, 0.000963443, 0.0199461, 0.0199845, 0.0381847, 0.0399591, 0.0199867, 0.0396896, 0.0588159, 0.0197339, 0.0592844, 0.0198922, 0.0199892, 0.0597113, 0.0593321, 0.0593744, 0.0398945, 0.0199161, 0.0199725, 0.0395277, 0.0194052, 0.0775936, 0.0392995, 0.0585475, 0.039843, 0.03877, 0.0199639, 0.019869, 0.0727424, 0.0394799, 0.0397176, 0.0392711, 0.02, 0.0199467, 0.0199992, 0.0398976, 0.0399811, 0.0199938, 0.05819, 0.0398554, 0.0388429, 0.0344361, 0.0199918, 0.0397573, 0.0195385, 0.0199952, 0.0199962, 0.019994, 0.0787371, 0.0393853, 0.0571019, 0.0199983, 0.0531048, 0.0399859, 0.0552636, 0.0199912, 0.0199991, 0.0392442, 0.0389311, 0.0385562, 0.0199999, 0.0396629, 0.0199978, 0.0778805, 0.0582168, 0.039785, 0.0199996, 0.0399076, 0.0867017, 0.0399168, 0.111903, 0.0756936, 0.0584526, 0.0398986, 0.0442415, 0.0783808, 0.124635, 0.0534836, 0.0778619, 0.0919675, 0.117202, 0.0906389, 
Grid State Space; 0.000215443; 0.108028, 0.16068, 0.195037, 0.152612, 0.155765, 0.145192, 0.210187, 0.124129, 0.206973, 0.114616, 0.133129, 0.254528, 0.137807, 0.250055, 0.161734, 0.176958, 0.147044, 0.215624, 0.2615, 0.175831, 0.143458, 0.216165, 0.187905, 0.127417, 0.134991, 0.197808, 0.246976, 0.257686, 0.180925, 0.161161, 0.383382, 0.196905, 0.211942, 0.275566, 0.235476, 0.290233, 0.232273, 0.223858, 0.213355, 0.219368, 0.192875, 0.222663, 0.190416, 0.304913, 0.147435, 0.33274, 0.234532, 0.249617, 0.280911, 0.248672, 0.188764, 0.250411, 0.368938, 0.272049, 0.259838, 0.279675, 0.366261, 0.317506, 0.22061, 0.213888, 0.311563, 0.331484, 0.334556, 0.210842, 0.366261, 0.297839, 0.339819, 0.340416, 0.36999, 0.243885, 0.271979, 0.250783, 0.468028, 0.365365, 0.239633, 0.411597, 0.468028, 0.339819, 0.383976, 0.468028, 0.340454, 0.468028, 0.468028, 0.36886, 0.468028, 0.135145, 0.292272, 0.468028, 0.295691, 0.22402, 0.370183, 0.237195, 0.26953, 0.343682, 0.290085, 0.366261, 0.276283, 0.468028, 0.320454, 0.395355, 
