Algorithm;Hyperparameter (C);Values
sq; 0.0001; 0.00259498, 0.002938, 0.00148066, 0.00121821, 0.00113126, 0.00129378, 0.00154942, 0.00293793, 0.00131502, 0.0011742, 0.00133555, 0.00297803, 0.00189554, 0.00126461, 0.00292164, 0.00146566, 0.00131565, 0.00198019, 0.00102207, 0.00121782, 0.00275224, 0.00272435, 0.00128649, 0.00166065, 0.00225104, 0.00168765, 0.00319926, 0.00269848, 0.00250821, 0.0030397, 0.00263588, 0.00131753, 0.00142808, 0.00291734, 0.00273621, 0.00243592, 0.00147279, 0.00253125, 0.00204876, 0.0027184, 0.00204359, 0.00207871, 0.00160527, 0.00266523, 0.00275901, 0.00126525, 0.000861967, 0.00260731, 0.00266752, 0.000950607, 0.0014882, 0.00231733, 0.00136824, 0.00148365, 0.00313426, 0.00258012, 0.00286109, 0.00256113, 0.00231778, 0.0029424, 0.00274353, 0.00246777, 0.00324315, 0.00121562, 0.00148244, 0.00135878, 0.00233018, 0.00263631, 0.00261479, 0.00266921, 0.0023066, 0.00280045, 0.00113063, 0.00288108, 0.00113873, 0.00291122, 0.00113877, 0.00132618, 0.00115977, 0.00253958, 0.00226785, 0.00303997, 0.00219528, 0.00279463, 0.00281397, 0.00104092, 0.00126505, 0.00287205, 0.00271387, 0.00154841, 0.00266306, 0.00302164, 0.00251864, 0.00263365, 0.00268888, 0.00299808, 0.00318394, 0.00249195, 0.00185127, 0.00253365, 
sqrt; 0.0001; 0.152265, 0.17295, 0.166715, 0.145953, 0.138349, 0.147122, 0.132468, 0.136556, 0.157589, 0.158752, 0.145174, 0.160101, 0.157481, 0.149889, 0.182017, 0.146037, 0.164846, 0.162162, 0.142764, 0.146278, 0.163721, 0.157396, 0.152472, 0.1554, 0.157499, 0.139085, 0.168423, 0.145594, 0.148391, 0.154205, 0.165316, 0.1491, 0.150754, 0.143314, 0.153209, 0.14889, 0.138181, 0.153652, 0.157004, 0.172468, 0.161119, 0.163032, 0.135108, 0.156238, 0.144481, 0.171338, 0.170113, 0.150377, 0.141341, 0.157554, 0.165743, 0.158694, 0.169374, 0.152407, 0.159523, 0.176475, 0.165234, 0.165113, 0.157418, 0.179956, 0.148742, 0.141464, 0.145125, 0.14837, 0.159682, 0.157996, 0.151739, 0.162509, 0.161081, 0.175147, 0.147472, 0.170819, 0.186488, 0.158781, 0.189803, 0.191606, 0.165143, 0.157894, 0.154928, 0.155463, 0.169232, 0.150995, 0.19613, 0.152562, 0.158033, 0.155491, 0.162883, 0.142625, 0.169989, 0.195032, 0.178323, 0.151264, 0.211756, 0.166689, 0.174463, 0.162283, 0.164567, 0.165539, 0.160382, 0.142762, 
Normal; 0.000215443; 0.0204413, 0.0216721, 0.0256482, 0.0289029, 0.0213251, 0.0245263, 0.0242894, 0.0201537, 0.0222584, 0.024292, 0.0245652, 0.0166954, 0.0211293, 0.0194735, 0.0251856, 0.0219989, 0.025435, 0.0259969, 0.0218324, 0.0306332, 0.0204083, 0.021551, 0.0262901, 0.0276663, 0.0368397, 0.0235628, 0.0227658, 0.0207387, 0.0245756, 0.0299468, 0.030288, 0.0264339, 0.0242759, 0.0180414, 0.0223453, 0.0271316, 0.0248092, 0.0256254, 0.0226144, 0.0246623, 0.0266725, 0.0200906, 0.0277987, 0.0255806, 0.0278342, 0.0232611, 0.0270158, 0.0233947, 0.0266452, 0.018933, 0.0242277, 0.026447, 0.0235472, 0.0282188, 0.022361, 0.0252763, 0.0251735, 0.0226105, 0.0277755, 0.027709, 0.0233578, 0.0218014, 0.0185348, 0.0226851, 0.0258131, 0.032675, 0.0246838, 0.0214175, 0.0267741, 0.0315347, 0.0283112, 0.0270604, 0.0309062, 0.0219933, 0.0238664, 0.029855, 0.0185312, 0.0194283, 0.0249134, 0.0268585, 0.0201495, 0.0292061, 0.0229803, 0.031033, 0.0331753, 0.0279233, 0.0312682, 0.0284983, 0.0301983, 0.0264256, 0.0241482, 0.0286632, 0.0280714, 0.0227554, 0.0333063, 0.0342937, 0.0304478, 0.0301082, 0.0267213, 0.0265986, 
sq; 0.000215443; 0.0026089, 0.00299075, 0.00313934, 0.00260539, 0.00329831, 0.00321634, 0.00248222, 0.00285205, 0.00262787, 0.00291247, 0.00309768, 0.00282961, 0.00275691, 0.00255462, 0.00305391, 0.00257932, 0.00245369, 0.00329978, 0.00304189, 0.00175052, 0.00175439, 0.00296268, 0.00291331, 0.0031031, 0.00297092, 0.00193826, 0.0031923, 0.0020256, 0.00310516, 0.00304353, 0.00283818, 0.00319926, 0.0031407, 0.00280123, 0.00305641, 0.0025471, 0.00309795, 0.00213978, 0.00205009, 0.003189, 0.00251103, 0.00283868, 0.00278473, 0.00251931, 0.00265165, 0.00276148, 0.0031847, 0.00266141, 0.00300802, 0.0030083, 0.00282122, 0.00306498, 0.00310403, 0.00320415, 0.00265469, 0.00299448, 0.00243072, 0.00282318, 0.00291411, 0.00264285, 0.00338254, 0.00299653, 0.00285096, 0.00246885, 0.00322995, 0.00187219, 0.00370068, 0.00382494, 0.00302115, 0.00314356, 0.00307475, 0.00313907, 0.00308975, 0.00300664, 0.00353521, 0.00282159, 0.00308223, 0.00339064, 0.00288263, 0.0031867, 0.00387463, 0.00339051, 0.00311524, 0.00390834, 0.00313718, 0.00308723, 0.0037258, 0.00347498, 0.00355471, 0.00339303, 0.00277938, 0.00333274, 0.00331029, 0.00295328, 0.00326585, 0.00260555, 0.00370282, 0.00369562, 0.00353852, 0.00311314, 
sqrt; 0.000215443; 0.132468, 0.17295, 0.157481, 0.153681, 0.146403, 0.147122, 0.145174, 0.144828, 0.159094, 0.165273, 0.149755, 0.148589, 0.153544, 0.125986, 0.154769, 0.162136, 0.148443, 0.163721, 0.149889, 0.157499, 0.150008, 0.150209, 0.156852, 0.146278, 0.15124, 0.150754, 0.162372, 0.118836, 0.15446, 0.14201, 0.156416, 0.170113, 0.157418, 0.165113, 0.161405, 0.163924, 0.153209, 0.153336, 0.163558, 0.168423, 0.165316, 0.15783, 0.154936, 0.159931, 0.157876, 0.174361, 0.174741, 0.165506, 0.145618, 0.145125, 0.1491, 0.141341, 0.158926, 0.147472, 0.154725, 0.146744, 0.158033, 0.154928, 0.158057, 0.147989, 0.172468, 0.157771, 0.163032, 0.186538, 0.168781, 0.168205, 0.176475, 0.156238, 0.159682, 0.179956, 0.162509, 0.160567, 0.1547, 0.158781, 0.175147, 0.163974, 0.160791, 0.13909, 0.157485, 0.153989, 0.15213, 0.191606, 0.159523, 0.173549, 0.160792, 0.147425, 0.19613, 0.166689, 0.163464, 0.165539, 0.176461, 0.160382, 0.211756, 0.179444, 0.174671, 0.174463, 0.195032, 0.164567, 0.165107, 0.129206, 
Normal; 0.000464159; 0.0245827, 0.0189493, 0.0225109, 0.0257274, 0.0230599, 0.0215163, 0.0193978, 0.0275589, 0.0271288, 0.0299777, 0.0187969, 0.0206591, 0.022178, 0.0218222, 0.022364, 0.0264249, 0.0263507, 0.026013, 0.028466, 0.0244775, 0.0232582, 0.0254043, 0.0304333, 0.0255174, 0.0240231, 0.0279149, 0.0291319, 0.0231498, 0.0241676, 0.023836, 0.0229574, 0.0205479, 0.0333864, 0.0239432, 0.0247597, 0.0280261, 0.0330729, 0.0300904, 0.0288572, 0.0242713, 0.0256136, 0.031221, 0.0229744, 0.0280136, 0.0261281, 0.0289563, 0.0274279, 0.0239512, 0.0275317, 0.0251595, 0.0232462, 0.0252147, 0.0233576, 0.0238699, 0.0256903, 0.0281429, 0.0326003, 0.0272706, 0.0227728, 0.0276309, 0.0198934, 0.0368182, 0.0301642, 0.0248946, 0.0268142, 0.0284942, 0.0273807, 0.0272661, 0.0263397, 0.0244655, 0.0221815, 0.0240161, 0.0323082, 0.0253249, 0.0235266, 0.0223482, 0.0248746, 0.0257725, 0.028475, 0.0237352, 0.0385215, 0.038851, 0.0338768, 0.0298819, 0.0245645, 0.0263871, 0.0286543, 0.0244188, 0.0314307, 0.0291308, 0.0199811, 0.0246978, 0.0306791, 0.0271504, 0.0193029, 0.0294173, 0.0256216, 0.0312191, 0.025664, 0.0277934, 
sq; 0.000464159; 0.000379957, 0.00037024, 0.000374519, 0.000383754, 0.0003419, 0.000327731, 0.000363099, 0.000853995, 0.000556625, 0.000416711, 0.000493309, 0.000299103, 0.00040717, 0.000557363, 0.000354578, 0.0003531, 0.000566456, 0.000414151, 0.000415738, 0.000387621, 0.000647984, 0.000407833, 0.000543909, 0.00040174, 0.000515194, 0.000288876, 0.000326846, 0.000331532, 0.000448907, 0.000498929, 0.000630949, 0.000404782, 0.000387497, 0.000419422, 0.000409773, 0.000366156, 0.000576476, 0.000646865, 0.000633181, 0.000366562, 0.000333371, 0.000468224, 0.00027672, 0.000421045, 0.000353555, 0.000347952, 0.00047505, 0.00038859, 0.000419895, 0.000263313, 0.000278047, 0.000306537, 0.000306984, 0.000252556, 0.000697248, 0.000301013, 0.000292135, 0.000259778, 0.000465044, 0.000284176, 0.000630883, 0.000458253, 0.000418906, 0.000381148, 0.000273795, 0.000460503, 0.000294337, 0.000510906, 0.000643349, 0.000442121, 0.000373061, 0.000467585, 0.00050289, 0.000235632, 0.000519521, 0.000419344, 0.000525181, 0.000386187, 0.000344126, 0.000328061, 0.000388866, 0.000326612, 0.000266601, 0.000442529, 0.000596758, 0.000365343, 0.000587723, 0.000239934, 0.000535875, 0.000360842, 0.000326537, 0.000504393, 0.000399125, 0.000397679, 0.000252637, 0.000359244, 0.00062194, 0.000460524, 0.000428139, 0.000491587, 
sqrt; 0.000464159; 0.132468, 0.17295, 0.146403, 0.121498, 0.146175, 0.145894, 0.156254, 0.152243, 0.16463, 0.153301, 0.160354, 0.145174, 0.157867, 0.134527, 0.168423, 0.148521, 0.165528, 0.152527, 0.157499, 0.1647, 0.142806, 0.146887, 0.14134, 0.157169, 0.165113, 0.14002, 0.147056, 0.158792, 0.136092, 0.157669, 0.160193, 0.145618, 0.171149, 0.166927, 0.157438, 0.157248, 0.142243, 0.156794, 0.14787, 0.145263, 0.149383, 0.165674, 0.161438, 0.157247, 0.14511, 0.163775, 0.161787, 0.172468, 0.154329, 0.144749, 0.163278, 0.168908, 0.168345, 0.149521, 0.150425, 0.186538, 0.169621, 0.142013, 0.151571, 0.159278, 0.153989, 0.135522, 0.160286, 0.142352, 0.165235, 0.156015, 0.157889, 0.145224, 0.155893, 0.168373, 0.168534, 0.167735, 0.170113, 0.166245, 0.164567, 0.161909, 0.155619, 0.179444, 0.163924, 0.153049, 0.147425, 0.180581, 0.180262, 0.160889, 0.198943, 0.166689, 0.158033, 0.159666, 0.187748, 0.16015, 0.148405, 0.159626, 0.173326, 0.155815, 0.191728, 0.175254, 0.164008, 0.17634, 0.171127, 0.164488, 
Normal; 0.001; 0.0356598, 0.0242461, 0.0242891, 0.0241718, 0.0203075, 0.0221989, 0.0296242, 0.0293295, 0.029905, 0.0345443, 0.0280182, 0.0278309, 0.0249473, 0.0236033, 0.0285058, 0.0258778, 0.036935, 0.0253865, 0.0249205, 0.027158, 0.0302961, 0.0253537, 0.024749, 0.0299773, 0.0227806, 0.0244759, 0.0251438, 0.0272027, 0.0262746, 0.0292091, 0.024925, 0.0286925, 0.0225115, 0.0262929, 0.033943, 0.028187, 0.0319631, 0.0244804, 0.0309459, 0.0267986, 0.0259974, 0.0340744, 0.0293, 0.0315856, 0.0267359, 0.030318, 0.0283095, 0.0249577, 0.026106, 0.0323465, 0.0274917, 0.0337486, 0.0251597, 0.0296881, 0.0298288, 0.0272069, 0.0288727, 0.0299612, 0.0268831, 0.0350739, 0.0273696, 0.047419, 0.0317938, 0.0280235, 0.0305468, 0.0256538, 0.0249925, 0.0377765, 0.0327799, 0.0355749, 0.0489337, 0.0287843, 0.0316733, 0.0288475, 0.0290968, 0.0311419, 0.0311445, 0.0233878, 0.0379399, 0.0239273, 0.028565, 0.0286481, 0.027451, 0.0285328, 0.0327052, 0.036885, 0.0297318, 0.0282019, 0.0351036, 0.0263186, 0.0282988, 0.0362797, 0.037763, 0.0282041, 0.0303506, 0.0244909, 0.0349723, 0.0275731, 0.0372424, 0.0211377, 
sq; 0.001; 0.000432427, 0.000332224, 0.000300357, 0.0003121, 0.00034337, 0.000458416, 0.00105115, 0.000499511, 0.000223256, 0.000273283, 0.000271643, 0.000417877, 0.000522545, 0.000324918, 0.000434244, 0.000306998, 0.000885976, 0.000393434, 0.000374866, 0.000319731, 0.000453304, 0.000338933, 0.00046095, 0.000315231, 0.00041651, 0.000337429, 0.000227332, 0.000361555, 0.000274045, 0.00031295, 0.000333703, 0.000383452, 0.000266425, 0.000316378, 0.000322763, 0.000375506, 0.000388459, 0.000453571, 0.000392053, 0.000243529, 0.000326582, 0.000263905, 0.000324991, 0.000456132, 0.000363027, 0.000397736, 0.000342043, 0.000343945, 0.000334119, 0.000345833, 0.00045771, 0.000306247, 0.00048088, 0.000360236, 0.000453393, 0.000442121, 0.000397132, 0.000361734, 0.0003276, 0.000370381, 0.000358366, 0.000447096, 0.000437795, 0.000275335, 0.000496645, 0.000961546, 0.000395281, 0.000393016, 0.00036604, 0.000451946, 0.000407815, 0.000254937, 0.000299161, 0.000279159, 0.000308088, 0.000440114, 0.000376733, 0.000277715, 0.000357187, 0.00027466, 0.000401222, 0.000294009, 0.000316009, 0.000611938, 0.000465657, 0.000326351, 0.000457559, 0.000299515, 0.000456324, 0.000412048, 0.000364115, 0.000538449, 0.000318684, 0.000292337, 0.000567117, 0.000421042, 0.000353529, 0.000189068, 0.000258191, 0.000487157, 
