Algorithm;Hyperparameter (C);Values
sq; 0.0001; 0.000619091, 0.000588421, 0.000811094, 0.00090231, 0.00189145, 0.00237201, 0.00362894, 0.00185263, 0.00180962, 0.00172253, 0.00127959, 0.00147161, 0.00192013, 0.00118371, 0.00136883, 0.00266312, 0.00260435, 0.000723265, 0.00102341, 0.00051995, 0.00247038, 0.000780632, 0.000859206, 0.00116798, 0.00201465, 0.00244825, 0.00118756, 0.00199835, 0.0024327, 0.00169905, 0.00121522, 0.0012287, 0.00158358, 0.00175718, 0.00086294, 0.00123326, 0.0010784, 0.0019932, 0.000612937, 0.000828872, 0.00289809, 0.0015206, 0.00204935, 0.00164628, 0.00337002, 0.00118052, 0.00181049, 0.00162135, 0.00175263, 0.00128457, 0.00206145, 0.00229886, 0.0022553, 0.00173314, 0.000976932, 0.00255741, 0.00216677, 0.00137396, 0.000898154, 0.00214815, 0.00251526, 0.00228016, 0.00193122, 0.00243012, 0.00159543, 0.00170353, 0.00144013, 0.00238035, 0.00147422, 0.00163531, 0.00170068, 0.00236554, 0.00306103, 0.00177881, 0.00239774, 0.00172337, 0.00118052, 0.00170233, 0.00230272, 0.00219736, 0.0028844, 0.00150177, 0.00234739, 0.00207843, 0.00115126, 0.000930681, 0.00210016, 0.00180868, 0.00180499, 0.00205847, 0.00180333, 0.0024739, 0.00154126, 0.00257528, 0.00238657, 0.00179582, 0.00236213, 0.0021343, 0.00200108, 0.00239695, 
sqrt; 0.0001; 0.188922, 0.184812, 0.148313, 0.174746, 0.141204, 0.17078, 0.157811, 0.22425, 0.15408, 0.147918, 0.156079, 0.145319, 0.144939, 0.245602, 0.167053, 0.161549, 0.161453, 0.127354, 0.167284, 0.178263, 0.174535, 0.148354, 0.193162, 0.160871, 0.180926, 0.161612, 0.172205, 0.190513, 0.156638, 0.184587, 0.225687, 0.153044, 0.156702, 0.23277, 0.14821, 0.150706, 0.139449, 0.221466, 0.152371, 0.161932, 0.218375, 0.180533, 0.20674, 0.164837, 0.199313, 0.152637, 0.157278, 0.156878, 0.192061, 0.157654, 0.147665, 0.192034, 0.231455, 0.155048, 0.165354, 0.232819, 0.185731, 0.211144, 0.240646, 0.156959, 0.141779, 0.210461, 0.160658, 0.180876, 0.205445, 0.166043, 0.191627, 0.207471, 0.192794, 0.153133, 0.169833, 0.20242, 0.183596, 0.157497, 0.260748, 0.23355, 0.192467, 0.260509, 0.228534, 0.217974, 0.245698, 0.208963, 0.156287, 0.147503, 0.188866, 0.202285, 0.20674, 0.166951, 0.141675, 0.228742, 0.259278, 0.230223, 0.16051, 0.204417, 0.163597, 0.196305, 0.20019, 0.225184, 0.199142, 0.169241, 
Normal; 0.000215443; 0.0552996, 0.0248082, 0.0230981, 0.043117, 0.0260291, 0.024014, 0.0253347, 0.028318, 0.036429, 0.0227123, 0.0478803, 0.037785, 0.0234081, 0.0326278, 0.0460104, 0.0221789, 0.0204747, 0.0224777, 0.0252047, 0.0291657, 0.02027, 0.0397882, 0.0462203, 0.0207186, 0.0271451, 0.0307494, 0.0257027, 0.0234852, 0.0249557, 0.0551338, 0.0288398, 0.0345576, 0.0208786, 0.0195774, 0.0339587, 0.0316713, 0.0258943, 0.034795, 0.0359343, 0.0381585, 0.0408139, 0.057554, 0.0422213, 0.0541817, 0.01946, 0.0354018, 0.0303226, 0.0303891, 0.0260971, 0.0400761, 0.0359002, 0.0387605, 0.0246108, 0.0473103, 0.0248052, 0.0506569, 0.023504, 0.027162, 0.0308512, 0.0391743, 0.0468119, 0.0456922, 0.0484929, 0.0232274, 0.0330285, 0.0449165, 0.0403404, 0.0258943, 0.022605, 0.0462504, 0.0259212, 0.0365167, 0.0391381, 0.0566124, 0.0353794, 0.0422075, 0.0433032, 0.0597015, 0.0200443, 0.0188571, 0.0254875, 0.061496, 0.0409939, 0.029709, 0.0237755, 0.0358448, 0.0523227, 0.0293414, 0.036721, 0.0530027, 0.0233088, 0.0334082, 0.0452393, 0.0319832, 0.0624704, 0.0312382, 0.0249824, 0.023987, 0.0448844, 0.0461486, 
sq; 0.000215443; 0.000903419, 0.00377649, 0.00137476, 0.0025221, 0.00127147, 0.00251058, 0.00135767, 0.00125221, 0.00116357, 0.00246068, 0.00247909, 0.00138104, 0.00108469, 0.0016319, 0.00225211, 0.00259965, 0.00279082, 0.00137476, 0.00239568, 0.00219799, 0.00200737, 0.00242292, 0.00204447, 0.0022141, 0.00246359, 0.00202946, 0.00194302, 0.00176823, 0.0020708, 0.00157845, 0.00128468, 0.00262941, 0.0024902, 0.00290371, 0.00210029, 0.00210961, 0.00272918, 0.00209947, 0.00178962, 0.00294146, 0.00203438, 0.00249474, 0.0021406, 0.00224064, 0.00187586, 0.00297318, 0.00265206, 0.00182789, 0.00215071, 0.00267494, 0.00190288, 0.00173696, 0.00279335, 0.002516, 0.00252846, 0.00266368, 0.00275036, 0.00244675, 0.00204018, 0.00253585, 0.00239483, 0.00147754, 0.00232805, 0.00237411, 0.00171189, 0.00206155, 0.00219352, 0.00239112, 0.00219803, 0.00227703, 0.00288536, 0.00232755, 0.00233266, 0.00231265, 0.00246359, 0.00232816, 0.00190793, 0.00207257, 0.00226896, 0.00239994, 0.00258095, 0.00218339, 0.00197984, 0.00189593, 0.00196916, 0.00271556, 0.00153611, 0.0025678, 0.00225828, 0.00244595, 0.00245405, 0.00232805, 0.00240636, 0.00243989, 0.00218471, 0.00234178, 0.00305183, 0.00240908, 0.00262826, 0.00261161, 
sqrt; 0.000215443; 0.139449, 0.17078, 0.210461, 0.192794, 0.205445, 0.147918, 0.156638, 0.168246, 0.148313, 0.178263, 0.156079, 0.166951, 0.157811, 0.184812, 0.152637, 0.174535, 0.15408, 0.23277, 0.18472, 0.169146, 0.157278, 0.180533, 0.149926, 0.156959, 0.141204, 0.20674, 0.190513, 0.192467, 0.218375, 0.151576, 0.164837, 0.188922, 0.147665, 0.150706, 0.127354, 0.161549, 0.18528, 0.167053, 0.192034, 0.144939, 0.166958, 0.153133, 0.161612, 0.268206, 0.148354, 0.141779, 0.156878, 0.180876, 0.156287, 0.169833, 0.184587, 0.22425, 0.185731, 0.167284, 0.164021, 0.157497, 0.191627, 0.186373, 0.217974, 0.20242, 0.240646, 0.153731, 0.228534, 0.160871, 0.161272, 0.179711, 0.209057, 0.207471, 0.159891, 0.20674, 0.163597, 0.23355, 0.157654, 0.192061, 0.245698, 0.221466, 0.160658, 0.174746, 0.180926, 0.16051, 0.245602, 0.20981, 0.204417, 0.212574, 0.197822, 0.20019, 0.147503, 0.205939, 0.267642, 0.260748, 0.155048, 0.202285, 0.211086, 0.225184, 0.230223, 0.163798, 0.188866, 0.211144, 0.196319, 0.165354, 
Normal; 0.000464159; 0.0403767, 0.0313332, 0.0323819, 0.0429647, 0.0359343, 0.0344163, 0.0269951, 0.0237406, 0.0260291, 0.0455418, 0.0486984, 0.036295, 0.0460104, 0.0252058, 0.0477346, 0.0298727, 0.0182365, 0.0472661, 0.0425719, 0.0272816, 0.0289914, 0.0229705, 0.0258893, 0.0271451, 0.0511085, 0.0335508, 0.0273832, 0.0428976, 0.0449165, 0.0291293, 0.0201843, 0.0348496, 0.0279088, 0.0229363, 0.0309006, 0.0241041, 0.0196112, 0.0196726, 0.019626, 0.0335205, 0.0173949, 0.0270527, 0.0233088, 0.0254875, 0.037785, 0.0409661, 0.02589, 0.0263004, 0.0410406, 0.0422075, 0.0577424, 0.0319832, 0.0188571, 0.0213864, 0.0426685, 0.0522624, 0.0259212, 0.0233953, 0.0214969, 0.0337585, 0.0400761, 0.0484929, 0.0224777, 0.0445819, 0.0300779, 0.0436582, 0.0320756, 0.0348532, 0.0293338, 0.0447882, 0.0365167, 0.0534121, 0.0311642, 0.0284028, 0.0195774, 0.0248052, 0.0482572, 0.0250482, 0.0530027, 0.0243692, 0.0506569, 0.025253, 0.0592286, 0.0473103, 0.0639912, 0.0227123, 0.0396576, 0.0552252, 0.0411321, 0.019831, 0.0291246, 0.0401525, 0.0278205, 0.0446345, 0.0357331, 0.0336015, 0.0679518, 0.0241093, 0.0253713, 0.0507078, 
sq; 0.000464159; 0.00242016, 0.00253804, 0.00305884, 0.00271323, 0.00277246, 0.00263445, 0.00245834, 0.00250359, 0.00264522, 0.00257288, 0.00242352, 0.00265969, 0.0023124, 0.00289818, 0.00280702, 0.0024773, 0.00237224, 0.00243599, 0.00220631, 0.00282438, 0.0025041, 0.00264892, 0.00255929, 0.00270413, 0.00253299, 0.00252691, 0.00276388, 0.00241102, 0.00258384, 0.00248621, 0.0027813, 0.00274996, 0.00276276, 0.00232644, 0.00255446, 0.00249296, 0.00281931, 0.00265468, 0.00348153, 0.00239725, 0.00265699, 0.00268409, 0.00265129, 0.00256072, 0.00291321, 0.00281587, 0.00256595, 0.00241245, 0.00264449, 0.00263445, 0.00290218, 0.00248367, 0.00295536, 0.0024773, 0.00250025, 0.00272381, 0.00292511, 0.00236721, 0.00349734, 0.00251967, 0.00234141, 0.00256214, 0.00229139, 0.00232926, 0.00274937, 0.00275062, 0.00282221, 0.00224008, 0.00257291, 0.0025732, 0.00250186, 0.00251516, 0.00227795, 0.00249289, 0.00277404, 0.00290317, 0.00272562, 0.00263147, 0.0025886, 0.00256669, 0.00257985, 0.00284682, 0.00273456, 0.00250057, 0.00296323, 0.00265421, 0.00256679, 0.00259384, 0.00286865, 0.00260812, 0.00273838, 0.00266524, 0.00264449, 0.00327178, 0.00265353, 0.00265538, 0.00289662, 0.0028343, 0.00247987, 0.00269102, 
sqrt; 0.000464159; 0.190513, 0.178831, 0.154504, 0.166958, 0.15359, 0.179908, 0.152637, 0.167699, 0.156959, 0.218375, 0.164837, 0.157278, 0.23397, 0.160436, 0.22425, 0.167284, 0.210461, 0.181262, 0.157735, 0.14004, 0.188204, 0.155222, 0.192175, 0.15249, 0.169833, 0.146211, 0.225883, 0.157654, 0.153327, 0.211144, 0.237848, 0.268206, 0.212248, 0.14619, 0.192034, 0.191627, 0.151576, 0.18528, 0.260748, 0.175996, 0.153731, 0.168883, 0.149926, 0.21529, 0.198595, 0.15074, 0.205445, 0.186486, 0.160871, 0.161549, 0.17078, 0.174746, 0.198541, 0.148313, 0.178603, 0.23277, 0.192061, 0.156878, 0.186373, 0.245698, 0.161272, 0.15408, 0.204417, 0.189403, 0.188922, 0.174535, 0.156638, 0.184587, 0.150706, 0.267642, 0.221466, 0.20019, 0.165354, 0.148354, 0.170657, 0.202285, 0.180876, 0.21711, 0.155931, 0.163597, 0.196039, 0.157497, 0.166951, 0.160128, 0.180926, 0.193813, 0.156287, 0.225184, 0.209057, 0.192794, 0.20757, 0.188034, 0.198846, 0.198286, 0.197016, 0.16051, 0.154622, 0.244473, 0.205939, 0.179218, 
Normal; 0.001; 0.0287892, 0.027518, 0.0295205, 0.0326278, 0.028749, 0.034088, 0.032294, 0.0381489, 0.0303648, 0.0221246, 0.030081, 0.0474633, 0.0324508, 0.0167732, 0.0359711, 0.031535, 0.025213, 0.0389662, 0.0465773, 0.0332251, 0.0608234, 0.027865, 0.0252374, 0.0227779, 0.0226437, 0.0319368, 0.0457811, 0.0257896, 0.0270066, 0.0356916, 0.0506569, 0.0479622, 0.0241912, 0.0237406, 0.0211811, 0.0304624, 0.0368225, 0.0558941, 0.0358319, 0.0448969, 0.0281961, 0.0430284, 0.0273056, 0.0402439, 0.0388068, 0.0353925, 0.0383065, 0.0411543, 0.0296477, 0.0272233, 0.0474504, 0.0313729, 0.0337667, 0.0307278, 0.0272718, 0.0568111, 0.0239476, 0.0345765, 0.0210445, 0.0237999, 0.0323015, 0.0227795, 0.0233177, 0.0250194, 0.0218969, 0.0287428, 0.0535286, 0.0260051, 0.0584294, 0.0314407, 0.0371425, 0.0492238, 0.0364097, 0.0462765, 0.0284749, 0.0386366, 0.0530274, 0.030081, 0.0408402, 0.0392257, 0.0260291, 0.030434, 0.0335827, 0.0201594, 0.0410099, 0.0450424, 0.0516652, 0.0451695, 0.044818, 0.0507078, 0.0486622, 0.0474214, 0.0485398, 0.0376401, 0.0481188, 0.0426685, 0.0402084, 0.0439618, 0.0402938, 0.0517875, 
sq; 0.001; 0.0032112, 0.00299475, 0.00327208, 0.00298672, 0.00299845, 0.00280646, 0.00328263, 0.00324588, 0.00325608, 0.00308154, 0.00319554, 0.00327208, 0.00327208, 0.00290201, 0.00293973, 0.00308553, 0.00320089, 0.00284209, 0.00308154, 0.00303031, 0.00310036, 0.00282364, 0.00341633, 0.00327208, 0.00268936, 0.00304766, 0.00319554, 0.00337493, 0.00338773, 0.00367746, 0.00327208, 0.00302625, 0.00321579, 0.00327208, 0.00275679, 0.00299768, 0.00308154, 0.00298763, 0.00324588, 0.00314236, 0.00303184, 0.00322306, 0.00325231, 0.00257288, 0.00325172, 0.00328916, 0.00318806, 0.00282166, 0.00310407, 0.00301771, 0.0030368, 0.0028387, 0.00364422, 0.00301436, 0.00319822, 0.00328188, 0.00315553, 0.00324588, 0.0031104, 0.00302649, 0.00327208, 0.00290592, 0.00282166, 0.00312931, 0.00306292, 0.00287287, 0.00300848, 0.00362844, 0.00311004, 0.00337334, 0.00342481, 0.00268896, 0.00303042, 0.00309105, 0.00327898, 0.00327978, 0.00349491, 0.00314326, 0.00338551, 0.00323856, 0.00303456, 0.00294936, 0.0029985, 0.0027811, 0.00314228, 0.00309555, 0.00300295, 0.00345159, 0.00342689, 0.00276085, 0.00294604, 0.00309537, 0.00282438, 0.00327208, 0.00301146, 0.00304723, 0.00282588, 0.00313542, 0.00312457, 0.00327208, 
