Algorithm;Hyperparameter (C);Values
G/Gre; 2.15443e-05; 0.0727304, 0.11091, 0.0692247, 0.0667464, 0.0821655, 0.0608552, 0.0538914, 0.0829665, 0.0827347, 0.0803172, 0.0676041, 0.0930559, 0.0900827, 0.107994, 0.0684484, 0.0948686, 0.0786134, 0.0852456, 0.109286, 0.0787426, 0.102823, 0.0962595, 0.0870879, 0.104033, 0.0679514, 0.114135, 0.114444, 0.0663829, 0.0901514, 0.0718017, 0.094267, 0.0911657, 0.0771637, 0.0812055, 0.103337, 0.0812225, 0.081398, 0.0948761, 0.105442, 0.0879969, 0.0912394, 0.0955678, 0.0863315, 0.0869507, 0.0978618, 0.112516, 0.0818816, 0.0818024, 0.0944578, 0.112516, 0.0850725, 0.0808174, 0.0930559, 0.0877589, 0.106083, 0.0967437, 0.0946835, 0.101618, 0.0946835, 0.0874845, 0.0814275, 0.0824449, 0.0729376, 0.0909771, 0.0856569, 0.114135, 0.114135, 0.0866415, 0.110897, 0.102867, 0.0959001, 0.112516, 0.0749362, 0.115749, 0.0851814, 0.112516, 0.112516, 0.109931, 0.0894229, 0.0993653, 0.112516, 0.0899485, 0.0882233, 0.0928676, 0.109269, 0.0785741, 0.0797753, 0.083211, 0.0987184, 0.109286, 0.0696159, 0.0487631, 0.0968233, 0.0845732, 0.0789514, 0.115745, 0.114135, 0.0899595, 0.0894192, 0.114135, 
G/Sqrt; 2.15443e-05; 0.11091, 0.0785741, 0.0667464, 0.0692247, 0.0821655, 0.0608552, 0.0829665, 0.0827347, 0.0803172, 0.0676041, 0.105442, 0.0900827, 0.107994, 0.0948686, 0.0684484, 0.0930559, 0.0797753, 0.109286, 0.102823, 0.0987184, 0.0852456, 0.0787426, 0.0786134, 0.109286, 0.0679514, 0.104033, 0.114135, 0.0487631, 0.094267, 0.0812225, 0.0696159, 0.0718017, 0.0870879, 0.0771637, 0.0879969, 0.0812055, 0.0948761, 0.0901514, 0.0863315, 0.112516, 0.0818024, 0.0955678, 0.0978618, 0.101618, 0.0818816, 0.0814275, 0.0789514, 0.0899595, 0.0845732, 0.0808174, 0.0869507, 0.115745, 0.0850725, 0.112516, 0.0877589, 0.0749362, 0.0824449, 0.0874845, 0.0968233, 0.0944578, 0.0967437, 0.0729376, 0.0930559, 0.106083, 0.114135, 0.0959001, 0.114135, 0.0946835, 0.0894192, 0.0866415, 0.0946835, 0.114135, 0.102867, 0.112516, 0.112516, 0.0851814, 0.115749, 0.112516, 0.0993653, 0.0894229, 0.112516, 0.0928676, 0.109931, 0.0882233, 0.0899485, 0.109269, 0.0727304, 0.0909771, 0.0538914, 0.114444, 0.0911657, 0.0962595, 0.0912394, 0.0663829, 0.083211, 0.081398, 0.103337, 0.0856569, 0.110897, 0.114135, 
G/UCT; 4.64159e-05; 0.107667, 0.0697988, 0.114135, 0.039865, 0.0765716, 0.0741113, 0.0844429, 0.114135, 0.0816677, 0.115745, 0.112537, 0.0920953, 0.0689382, 0.10214, 0.118957, 0.090066, 0.0567077, 0.10173, 0.0771787, 0.0392411, 0.0667369, 0.0894737, 0.117355, 0.0564423, 0.0695038, 0.109278, 0.112516, 0.0874489, 0.0703266, 0.112834, 0.114444, 0.0841875, 0.0676117, 0.106014, 0.10906, 0.0343112, 0.110892, 0.114143, 0.110897, 0.110914, 0.0694714, 0.0839206, 0.114135, 0.0913785, 0.0985496, 0.111223, 0.0834005, 0.11605, 0.100585, 0.110897, 0.110897, 0.08921, 0.0930559, 0.0903677, 0.0891799, 0.118957, 0.0834532, 0.0894649, 0.109278, 0.115745, 0.102823, 0.0998992, 0.0955715, 0.107419, 0.0937698, 0.095904, 0.110897, 0.112516, 0.112516, 0.112516, 0.11252, 0.090198, 0.103337, 0.112516, 0.112516, 0.0894156, 0.112516, 0.112516, 0.110897, 0.112516, 0.109269, 0.0763778, 0.0946835, 0.110897, 0.109269, 0.109269, 0.109269, 0.0737142, 0.0817517, 0.0825747, 0.0661973, 0.0946835, 0.0948724, 0.112516, 0.0722144, 0.0944541, 0.110897, 0.0892984, 0.112516, 0.0656512, 
G/Tun; 4.64159e-05; 0.0785797, 0.0734111, 0.0681586, 0.0811785, 0.114148, 0.0647684, 0.0858674, 0.0748651, 0.0456542, 0.056258, 0.0937698, 0.0754687, 0.104458, 0.0737469, 0.0828562, 0.0797753, 0.0981885, 0.0807709, 0.065362, 0.0793561, 0.0750415, 0.0689055, 0.114135, 0.0801382, 0.072657, 0.114444, 0.107419, 0.0741603, 0.0919533, 0.0710217, 0.0889745, 0.0848105, 0.0903711, 0.0858617, 0.120558, 0.0540471, 0.0942633, 0.116054, 0.0702848, 0.112838, 0.115745, 0.0666659, 0.109278, 0.0854896, 0.0901912, 0.0896111, 0.109278, 0.0784139, 0.0912394, 0.0850725, 0.0756549, 0.0801043, 0.104129, 0.088912, 0.0817172, 0.0669791, 0.0803405, 0.0789056, 0.0868706, 0.0874059, 0.0948724, 0.114135, 0.089467, 0.0919459, 0.0861025, 0.110897, 0.106027, 0.0899988, 0.0994726, 0.110897, 0.0727161, 0.0840384, 0.0998992, 0.0993502, 0.0935729, 0.110901, 0.110897, 0.111223, 0.110897, 0.0917681, 0.0853834, 0.109269, 0.115745, 0.114135, 0.0935766, 0.109269, 0.109269, 0.0845435, 0.0538808, 0.114139, 0.0822765, 0.0818816, 0.0919566, 0.11605, 0.0469318, 0.0990656, 0.0828662, 0.0948262, 0.0941585, 0.0930559, 
G/SP; 4.64159e-05; 0.0054249, 0.00874841, 0.00542762, 0.0039471, 0.00538663, 0.00697159, 0.0228825, 0.0075018, 0.00977913, 0.00914448, 0.0292515, 0.0136681, 0.027122, 0.0117938, 0.0150076, 0.0151011, 0.00595582, 0.0189393, 0.0218684, 0.0151242, 0.00251789, 0.00823481, 0.00775244, 0.00939707, 0.00482874, 0.00728488, 0.0139408, 0.00597572, 0.0181518, 0.0136169, 0.00585046, 0.0100965, 0.00958479, 0.00914198, 0.00700957, 0.00893099, 0.00852415, 0.00550294, 0.00708101, 0.00548442, 0.0060817, 0.00529979, 0.00520053, 0.00671508, 0.00981161, 0.0107337, 0.00979931, 0.00351029, 0.00595113, 0.00539482, 0.00765815, 0.00703071, 0.00677488, 0.00341159, 0.0104906, 0.00641198, 0.0053592, 0.00652595, 0.00851623, 0.00469773, 0.00526814, 0.0116094, 0.00632412, 0.013549, 0.00628781, 0.0174368, 0.0126242, 0.012009, 0.00681578, 0.00470498, 0.00545095, 0.00757508, 0.00356346, 0.0078673, 0.00562276, 0.00813888, 0.00747211, 0.0159226, 0.00503718, 0.0263893, 0.00673392, 0.006654, 0.00524023, 0.00702045, 0.0148538, 0.00598464, 0.0105708, 0.0131914, 0.00539578, 0.00710676, 0.00991726, 0.010705, 0.0083591, 0.010713, 0.0105405, 0.0137229, 0.0165138, 0.00524406, 0.00761142, 0.00942963, 
G/Dep; 4.64159e-05; 0.0867656, 0.114139, 0.0762963, 0.0618051, 0.0778828, 0.104545, 0.0797444, 0.0777952, 0.0754735, 0.0401301, 0.0738693, 0.0692038, 0.0672861, 0.0658452, 0.071911, 0.100877, 0.0892359, 0.114135, 0.0759983, 0.0722698, 0.0735346, 0.112533, 0.0598683, 0.083083, 0.118961, 0.0848817, 0.0847126, 0.076763, 0.109286, 0.0863564, 0.0685806, 0.091968, 0.0727262, 0.0761901, 0.0843329, 0.0898725, 0.0891799, 0.109278, 0.081348, 0.0732607, 0.0740921, 0.0937587, 0.0933441, 0.0781379, 0.0805442, 0.115745, 0.0955715, 0.0725635, 0.109273, 0.112516, 0.0762828, 0.0875208, 0.0960718, 0.0779041, 0.115745, 0.0930596, 0.0908543, 0.109269, 0.114135, 0.117355, 0.114135, 0.115745, 0.0917681, 0.112533, 0.0721584, 0.0864027, 0.112516, 0.0913785, 0.112516, 0.0817354, 0.092875, 0.109609, 0.112516, 0.117355, 0.0798021, 0.0942533, 0.0850819, 0.104797, 0.112516, 0.112516, 0.112516, 0.112516, 0.109269, 0.112516, 0.109269, 0.109269, 0.0668752, 0.106022, 0.0776553, 0.0875945, 0.112838, 0.0683043, 0.0881431, 0.0745884, 0.110897, 0.101096, 0.1011, 0.102802, 0.101096, 0.0771115, 
G/Gre; 4.64159e-05; 0.0765716, 0.0741113, 0.107667, 0.114135, 0.0697988, 0.0844429, 0.114135, 0.0816677, 0.0737142, 0.0689382, 0.112537, 0.10214, 0.090066, 0.0661973, 0.115745, 0.0825747, 0.112516, 0.10173, 0.0771787, 0.0392411, 0.118957, 0.0946835, 0.0567077, 0.0667369, 0.0894737, 0.110897, 0.109278, 0.0874489, 0.106014, 0.0564423, 0.0817517, 0.117355, 0.112834, 0.0343112, 0.110892, 0.110914, 0.112516, 0.0703266, 0.10906, 0.0694714, 0.11605, 0.0722144, 0.0839206, 0.0676117, 0.114135, 0.0763778, 0.114143, 0.111223, 0.110897, 0.110897, 0.0903677, 0.0834532, 0.100585, 0.0891799, 0.0834005, 0.08921, 0.118957, 0.109278, 0.103337, 0.102823, 0.112516, 0.0944541, 0.0937698, 0.115745, 0.112516, 0.0998992, 0.0955715, 0.0894649, 0.112516, 0.107419, 0.0894156, 0.110897, 0.112516, 0.090198, 0.110897, 0.110897, 0.112516, 0.112516, 0.110897, 0.11252, 0.112516, 0.112516, 0.109269, 0.0946835, 0.109269, 0.0892984, 0.109269, 0.039865, 0.0920953, 0.114444, 0.0695038, 0.0913785, 0.0841875, 0.0948724, 0.0985496, 0.0930559, 0.095904, 0.109269, 0.112516, 0.0656512, 
G/Sqrt; 4.64159e-05; 0.0765716, 0.039865, 0.107667, 0.114135, 0.0741113, 0.0697988, 0.0844429, 0.114135, 0.0816677, 0.118957, 0.112537, 0.0737142, 0.115745, 0.0661973, 0.0689382, 0.090066, 0.10214, 0.0946835, 0.10173, 0.0825747, 0.0567077, 0.0695038, 0.0667369, 0.0392411, 0.0564423, 0.109278, 0.0894737, 0.0874489, 0.114444, 0.117355, 0.0948724, 0.0703266, 0.0722144, 0.112834, 0.0343112, 0.10906, 0.0841875, 0.0817517, 0.110914, 0.0913785, 0.0676117, 0.0763778, 0.114143, 0.112516, 0.0985496, 0.112516, 0.11605, 0.110897, 0.110892, 0.114135, 0.110897, 0.0834005, 0.100585, 0.110897, 0.0891799, 0.0903677, 0.08921, 0.0930559, 0.109278, 0.103337, 0.102823, 0.115745, 0.118957, 0.0937698, 0.0944541, 0.0955715, 0.112516, 0.0894649, 0.107419, 0.090198, 0.0894156, 0.095904, 0.112516, 0.11252, 0.112516, 0.112516, 0.110897, 0.112516, 0.110897, 0.0892984, 0.110897, 0.112516, 0.109269, 0.112516, 0.109269, 0.109269, 0.109269, 0.0920953, 0.0771787, 0.106014, 0.0839206, 0.0694714, 0.111223, 0.0834532, 0.0998992, 0.112516, 0.110897, 0.112516, 0.0946835, 0.0656512, 
G/UCT; 0.0001; 0.10275, 0.0814696, 0.0998992, 0.0903644, 0.0562975, 0.0765728, 0.106014, 0.0491808, 0.0859708, 0.104496, 0.0550621, 0.091968, 0.110892, 0.110901, 0.0853665, 0.0790508, 0.0981925, 0.0993576, 0.114139, 0.0953814, 0.109278, 0.0894804, 0.05503, 0.106148, 0.112524, 0.118961, 0.112838, 0.0953814, 0.0767632, 0.0759371, 0.111542, 0.109286, 0.114448, 0.0910807, 0.09495, 0.0978618, 0.0712543, 0.090847, 0.080458, 0.078511, 0.114444, 0.114444, 0.0886871, 0.0930596, 0.110897, 0.0919566, 0.0910628, 0.109609, 0.0537764, 0.0903677, 0.112516, 0.110897, 0.0820632, 0.0867336, 0.109269, 0.094267, 0.0928676, 0.0930559, 0.112516, 0.0923347, 0.108321, 0.0981725, 0.112516, 0.112516, 0.0883203, 0.110897, 0.0884664, 0.0788742, 0.115745, 0.109269, 0.112516, 0.0912093, 0.109269, 0.117355, 0.118966, 0.111223, 0.0852427, 0.0894156, 0.112516, 0.110897, 0.0892627, 0.112516, 0.109269, 0.110897, 0.109269, 0.083411, 0.110901, 0.0684775, 0.0795468, 0.0930596, 0.109269, 0.107646, 0.0883137, 0.0878326, 0.112838, 0.11252, 0.104129, 0.110897, 0.0874073, 0.0812753, 
G/Tun; 0.0001; 0.0852715, 0.0732723, 0.0917754, 0.0763701, 0.0825747, 0.0761926, 0.0913785, 0.0462927, 0.0770784, 0.0854963, 0.115745, 0.0971862, 0.0948724, 0.0876027, 0.0893604, 0.0773808, 0.0709853, 0.0586035, 0.0890079, 0.0768225, 0.115754, 0.0879516, 0.0864286, 0.0787629, 0.0947164, 0.0595475, 0.0779819, 0.0722216, 0.0780805, 0.0667785, 0.0872434, 0.0878691, 0.0560262, 0.0760784, 0.0746409, 0.0944541, 0.0878326, 0.0792421, 0.0899906, 0.0873584, 0.0911041, 0.102122, 0.110897, 0.0919533, 0.0854027, 0.107659, 0.0796798, 0.0387796, 0.0931932, 0.0920953, 0.110897, 0.0919459, 0.0754721, 0.110897, 0.0930596, 0.112516, 0.0866415, 0.115745, 0.0687666, 0.109286, 0.109273, 0.110897, 0.0888708, 0.10378, 0.112516, 0.0907202, 0.112516, 0.112516, 0.104129, 0.0901404, 0.110897, 0.0976347, 0.115745, 0.115745, 0.110897, 0.112516, 0.0893638, 0.115745, 0.112516, 0.110897, 0.107347, 0.0892984, 0.109269, 0.109269, 0.109269, 0.115745, 0.109269, 0.0829362, 0.0667366, 0.0738378, 0.106031, 0.0950946, 0.085493, 0.0985496, 0.0908543, 0.112516, 0.110897, 0.110897, 0.112516, 0.0750797, 
