Algorithm;Hyperparameter (C);Values
Point State Space; 2.15443e-05; 0.000152417, 2.04201e-05, 1.94372e-05, 2.33431e-05, 4.18745e-06, 2.35782e-05, 3.21936e-05, 3.27801e-06, 4.85805e-08, 1.81103e-05, 1.39993e-06, 0.000131291, 1.41796e-05, 2.02709e-05, 0.000122088, 0.00197916, 0.00184751, 0.00198156, 0.00198941, 0.00196816, 0.00197476, 0.00418739, 0.00384656, 0.00193761, 0.00739903, 0.00393264, 0.00192751, 0.011646, 0.00491147, 0.00574072, 0.00598693, 0.00653975, 0.000492419, 0.0115809, 0.00176723, 0.00198149, 0.00199831, 0.00199992, 0.00559115, 0.00708103, 0.00519232, 0.00635413, 0.00352921, 0.00690513, 0.00307865, 0.00387146, 0.00378271, 0.00386984, 0.00181267, 0.00199621, 0.00439465, 0.00199965, 0.00366503, 0.00627863, 0.001998, 0.00560552, 0.00356571, 0.00187602, 0.00298383, 0.00198927, 0.00199904, 0.0052062, 0.00387252, 0.0171358, 0.00446366, 0.00396271, 0.0023657, 0.00526354, 0.00199548, 0.00750319, 0.00364941, 0.00624635, 0.00315443, 0.012974, 0.0056325, 0.0102095, 0.023959, 0.00600701, 0.0045055, 0.00631614, 0.00627333, 0.00709466, 0.0058125, 0.00514265, 0.00304058, 0.00678078, 0.00456551, 0.00484881, 0.00735995, 0.00607681, 0.00682194, 0.0181854, 0.00692463, 0.00807703, 0.00506553, 0.00906113, 0.00722591, 0.00540371, 0.00653788, 0.00601278, 
Grid State Space; 4.64159e-05; 0.0539458, 0.0378533, 0.0518504, 0.0600555, 0.0602962, 0.0615548, 0.0576553, 0.0622309, 0.0576709, 0.0542641, 0.0512179, 0.0597222, 0.0561943, 0.0594036, 0.0375304, 0.0629531, 0.0570293, 0.0578748, 0.052559, 0.0531362, 0.0401394, 0.0577969, 0.0618942, 0.0397319, 0.0578701, 0.0553071, 0.051229, 0.0620053, 0.0550102, 0.0590588, 0.0344097, 0.0513282, 0.0362784, 0.0602441, 0.0218824, 0.0607819, 0.0604392, 0.0453347, 0.0500953, 0.0485961, 0.0554714, 0.0542098, 0.05192, 0.0186235, 0.0583761, 0.0475713, 0.063354, 0.0562571, 0.0419425, 0.0474003, 0.0474709, 0.0572031, 0.0533117, 0.0502296, 0.0512124, 0.027633, 0.0549165, 0.0583801, 0.0580585, 0.0403256, 0.0554738, 0.0626725, 0.0571137, 0.0516697, 0.0458674, 0.0562897, 0.0567688, 0.0513304, 0.0587636, 0.0572787, 0.0544716, 0.034511, 0.0484531, 0.0582063, 0.0461948, 0.053831, 0.0444065, 0.0500259, 0.0509182, 0.0341535, 0.0587812, 0.0577014, 0.0387649, 0.0426448, 0.0435588, 0.0596804, 0.0443433, 0.0359931, 0.0524886, 0.0444128, 0.056671, 0.0573223, 0.0507564, 0.0569955, 0.0606229, 0.0457402, 0.0351602, 0.0540955, 0.0264751, 0.0294289, 
Grid State Exact; 4.64159e-05; 0.00392751, 0.00413058, 0.0052094, 0.00538227, 0.00749111, 0.00378492, 0.00786163, 0.00584539, 0.00817846, 0.00689277, 0.0048657, 0.00573209, 0.00511968, 0.00553793, 0.00456934, 0.00553356, 0.0088148, 0.00867581, 0.00653585, 0.00549473, 0.0078037, 0.00542024, 0.00755269, 0.00751018, 0.00862739, 0.00552871, 0.0142534, 0.0127396, 0.00583904, 0.0110562, 0.00838408, 0.00827014, 0.00951691, 0.00828483, 0.0138094, 0.00541357, 0.00734066, 0.00801093, 0.0135826, 0.0071752, 0.0145659, 0.0115788, 0.0147088, 0.00955831, 0.00639938, 0.0111388, 0.00936174, 0.0176835, 0.0112377, 0.0092748, 0.0196994, 0.00983919, 0.0130879, 0.00650202, 0.00947128, 0.00965603, 0.0115489, 0.00915845, 0.0134387, 0.0125996, 0.00902515, 0.0130475, 0.00657975, 0.00888004, 0.0313491, 0.0174872, 0.0168647, 0.0153566, 0.0200387, 0.0402214, 0.0100842, 0.0332407, 0.020603, 0.0262247, 0.0207213, 0.0199394, 0.0217569, 0.0248971, 0.0149086, 0.0257209, 0.0219166, 0.00744442, 0.011674, 0.0294602, 0.0140684, 0.0154705, 0.00911085, 0.0104269, 0.00725726, 0.00394514, 0.0055748, 0.00681976, 0.00448952, 0.00518077, 0.00737413, 0.0131601, 0.0193925, 0.0115543, 0.0236774, 0.00586115, 
Deterministic State Space; 4.64159e-05; 0.0577936, 
Improved Split State Space; 4.64159e-05; 0.0577936, 0.0577936, 0.0577936, 0.0536089, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0545273, 0.0567943, 0.0577936, 0.0576276, 0.0577936, 0.0577936, 0.0539494, 0.0562989, 0.0576276, 0.0527858, 0.0569575, 0.0577936, 0.0576276, 0.0577936, 0.0569575, 0.0565053, 0.0576276, 0.0525374, 0.0576276, 0.056596, 0.0576276, 0.0574615, 0.0562631, 0.0573963, 0.0569154, 0.0551566, 0.0557851, 0.0552154, 0.055218, 0.0571566, 0.0501132, 0.0576276, 0.0553155, 0.0583129, 0.056596, 0.0577378, 0.0557649, 0.0557649, 0.0518986, 0.0516443, 0.0541179, 0.054596, 0.0509457, 0.0534613, 0.052684, 0.0520577, 0.0543417, 0.0508967, 0.0539678, 0.0571651, 0.0529834, 0.0514422, 0.0564002, 0.0488966, 0.0482451, 0.0520233, 0.0557625, 0.0558499, 0.0569798, 0.0545902, 0.0546786, 0.0560231, 0.0471585, 0.0505004, 0.0530014, 0.0577936, 0.0577936, 0.0484342, 0.0540083, 0.0577936, 0.0562314, 0.0576276, 0.0566744, 0.0549947, 0.0522989, 0.0576276, 0.0576276, 0.0568841, 0.0542045, 0.0511095, 0.0547818, 0.0533819, 0.0495854, 0.0530666, 0.0543003, 0.0515461, 0.0573906, 0.0603867, 0.0602851, 
Improved Exact Space; 4.64159e-05; 0.0340409, 0.0427974, 0.0553905, 0.0381423, 0.0566901, 0.0517105, 0.0322209, 0.0524454, 0.0499295, 0.0477915, 0.0470823, 0.034289, 0.0480554, 0.0538852, 0.0548049, 0.0528451, 0.0451418, 0.0448564, 0.0527301, 0.0493454, 0.0470018, 0.0430952, 0.0384753, 0.0536967, 0.0406769, 0.0521711, 0.0487691, 0.0478626, 0.0406607, 0.0349524, 0.0472879, 0.0460429, 0.0316243, 0.0547168, 0.0572609, 0.0592686, 0.0543293, 0.053153, 0.05424, 0.0512759, 0.0312323, 0.0457453, 0.0383297, 0.0414938, 0.0411189, 0.0484173, 0.044879, 0.0365984, 0.0510298, 0.0593914, 0.0325679, 0.0408606, 0.0385265, 0.0388121, 0.0380915, 0.0424224, 0.0502089, 0.0475651, 0.041059, 0.0429568, 0.0421346, 0.0501195, 0.0524818, 0.045186, 0.0408268, 0.053237, 0.0550455, 0.051723, 0.0478493, 0.0425207, 0.0435089, 0.0425711, 0.0302465, 0.0483157, 0.0517348, 0.0298921, 0.0352076, 0.0376192, 0.0399933, 0.0465086, 0.0433264, 0.0459998, 0.0382858, 0.0445254, 0.048954, 0.0386086, 0.0537099, 0.046424, 0.0352781, 0.0335288, 0.0505873, 0.0354434, 0.0456351, 0.0463274, 0.0343389, 0.03987, 0.0335103, 0.0415848, 0.0525679, 0.0438965, 
Point State Space; 4.64159e-05; 2.33431e-05, 2.35782e-05, 1.81103e-05, 2.04201e-05, 0.000131291, 3.27801e-06, 1.94372e-05, 1.39993e-06, 3.21936e-05, 4.18745e-06, 4.85805e-08, 1.41796e-05, 0.000122088, 2.02709e-05, 0.00390759, 0.000152417, 0.000492419, 0.00191204, 0.00195667, 0.00191324, 0.00366503, 0.00384656, 0.00195831, 0.00192751, 0.00598693, 0.00198156, 0.00199533, 0.00198818, 0.00387252, 0.00578236, 0.00199965, 0.00352921, 0.00198398, 0.00418739, 0.00491147, 0.00199992, 0.00193039, 0.00635413, 0.00396302, 0.00199831, 0.00199798, 0.00653975, 0.00519232, 0.00380287, 0.00387037, 0.00197719, 0.00682237, 0.011646, 0.00526197, 0.0115809, 0.00439465, 0.00307865, 0.0102095, 0.00190908, 0.0053663, 0.00297755, 0.00739903, 0.00445946, 0.00377966, 0.0171358, 0.00199919, 0.00198927, 0.00199621, 0.0052062, 0.00181267, 0.00708103, 0.00560552, 0.00562469, 0.00373729, 0.0023657, 0.00627863, 0.00356571, 0.00750319, 0.00803746, 0.00607326, 0.00624635, 0.00335663, 0.00503314, 0.00514265, 0.00304058, 0.023959, 0.012974, 0.00709466, 0.00631614, 0.00549493, 0.0058125, 0.00682194, 0.00456551, 0.0047313, 0.00719921, 0.00697523, 0.00506553, 0.0181854, 0.00627333, 0.00678078, 0.00720882, 0.00906113, 0.00650775, 0.00600453, 0.00601278, 
Grid State Space; 0.0001; 0.0606629, 0.0536033, 0.0565601, 0.0626061, 0.059427, 0.0588084, 0.0501927, 0.0501061, 0.042012, 0.0614505, 0.0559046, 0.062466, 0.0616489, 0.0514087, 0.0620896, 0.0514656, 0.0612221, 0.0613784, 0.0610156, 0.0531439, 0.0604203, 0.0580776, 0.0519605, 0.0366774, 0.0624244, 0.0575572, 0.0592079, 0.0582493, 0.0554953, 0.0511452, 0.0364753, 0.0509596, 0.0617266, 0.0591754, 0.0504845, 0.0608554, 0.0547476, 0.0343122, 0.0440478, 0.0573927, 0.0628083, 0.0369223, 0.059396, 0.061084, 0.052178, 0.0593565, 0.0589938, 0.0548634, 0.0229996, 0.0588711, 0.0607912, 0.0536931, 0.0638475, 0.0303365, 0.054354, 0.0269582, 0.0446213, 0.0602657, 0.0518173, 0.0387487, 0.0583407, 0.0445395, 0.0312199, 0.055757, 0.0568511, 0.0627958, 0.0468076, 0.0538672, 0.0509847, 0.0550445, 0.0616857, 0.0304519, 0.0262193, 0.0530498, 0.0525081, 0.0504899, 0.0482823, 0.0495028, 0.0475241, 0.0588571, 0.0475137, 0.0516446, 0.0497181, 0.0622668, 0.0380078, 0.0493008, 0.0422652, 0.0517048, 0.056889, 0.0424703, 0.054047, 0.0484744, 0.0557852, 0.0611227, 0.0358146, 0.045599, 0.0595688, 0.0237124, 0.0539271, 0.0601986, 
Grid State Exact; 0.0001; 0.00689277, 0.00621544, 0.00511968, 0.00788548, 0.0078037, 0.00696554, 0.00812335, 0.00886693, 0.00593671, 0.00691434, 0.0141496, 0.0185026, 0.00737413, 0.00604817, 0.00550023, 0.00742669, 0.00615414, 0.00537689, 0.0117447, 0.00542024, 0.0139446, 0.00598797, 0.00456934, 0.0135614, 0.00884717, 0.00893946, 0.00652215, 0.00747067, 0.00394514, 0.0165117, 0.00893633, 0.0147115, 0.00675342, 0.0146579, 0.00732085, 0.00737057, 0.0055358, 0.00826182, 0.0114614, 0.00786163, 0.0072725, 0.0103875, 0.00533249, 0.0148892, 0.00694121, 0.00838408, 0.00813725, 0.0122996, 0.0053454, 0.0110328, 0.0086343, 0.0121962, 0.00543464, 0.00586115, 0.0138909, 0.00983919, 0.0134675, 0.014242, 0.016101, 0.0110562, 0.0173453, 0.0133462, 0.00552607, 0.00974281, 0.00725726, 0.00849559, 0.0104405, 0.0194142, 0.0114332, 0.0192887, 0.00918072, 0.0128249, 0.0251703, 0.00583082, 0.0155048, 0.0119127, 0.0230383, 0.012325, 0.0398109, 0.0402214, 0.0172109, 0.0248971, 0.0241834, 0.0135466, 0.0219166, 0.0242978, 0.00768714, 0.00863034, 0.00745981, 0.00745862, 0.0140137, 0.00728349, 0.00550202, 0.0114802, 0.0171924, 0.0139642, 0.023329, 0.0336813, 0.00784193, 0.0118981, 
Deterministic State Space; 0.0001; 0.0577936, 
Improved Split State Space; 0.0001; 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0552897, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0576276, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0576276, 0.0569154, 0.0576276, 0.0576276, 0.0569575, 0.0565053, 0.0511298, 0.0569575, 0.0576276, 0.054465, 0.054042, 0.0576276, 0.0576276, 0.0576276, 0.0569575, 0.0562631, 0.0578339, 0.056596, 0.0576276, 0.0562631, 0.0568304, 0.0569575, 0.0576276, 0.0569154, 0.0562631, 0.0566839, 0.0554453, 0.0552641, 0.0576276, 0.0569575, 0.056616, 0.0582631, 0.0539562, 0.0553255, 0.0490203, 0.0535466, 0.0567943, 0.0576025, 0.0562068, 0.0566901, 0.0566839, 0.0555827, 0.0487465, 0.0562631, 0.0559467, 0.0537753, 0.0577057, 0.0525374, 0.0550703, 0.0577358, 0.0590076, 0.0569904, 0.0527981, 0.0558339, 0.0568309, 0.0556437, 0.0501654, 0.0534089, 0.0525347, 0.0526665, 0.058437, 0.0538102, 0.0577936, 0.0577936, 0.0577936, 0.0541951, 0.0577936, 0.0515349, 0.0577936, 0.0567943, 0.0577936, 0.0576276, 0.0567943, 0.0552006, 0.0572108, 0.053626, 0.0522258, 0.0545156, 0.0552641, 0.0585378, 0.0597017, 
Improved Exact Space; 0.0001; 0.028403, 0.0463625, 0.0381423, 0.0461089, 0.0527301, 0.0517105, 0.0538852, 0.0390971, 0.0510298, 0.0460429, 0.046424, 0.0497797, 0.0521711, 0.0477915, 0.0493454, 0.0548049, 0.0528451, 0.0592686, 0.0535447, 0.0511987, 0.0547168, 0.0430952, 0.0340409, 0.05424, 0.0556809, 0.0485158, 0.0384753, 0.0478626, 0.0451418, 0.0481084, 0.0522805, 0.0470018, 0.0405397, 0.0572609, 0.046195, 0.0235444, 0.0406769, 0.0521563, 0.0556903, 0.0566901, 0.0362859, 0.0550455, 0.0397996, 0.0593914, 0.0490914, 0.045186, 0.0483157, 0.0525679, 0.0381395, 0.0537099, 0.044879, 0.0388121, 0.0505873, 0.0478493, 0.053237, 0.0386086, 0.0512759, 0.0346618, 0.0352781, 0.0425207, 0.051283, 0.048737, 0.0335103, 0.0302807, 0.0502089, 0.0429568, 0.0447336, 0.0374788, 0.0517348, 0.0504005, 0.0408606, 0.0435089, 0.0298921, 0.0433264, 0.0376192, 0.0325679, 0.051723, 0.0553905, 0.0427974, 0.0384305, 0.0454071, 0.0452198, 0.0381335, 0.0354419, 0.0469306, 0.0406607, 0.0501724, 0.053153, 0.0513902, 0.0457453, 0.0468231, 0.0543293, 0.0415848, 0.0486421, 0.0484173, 0.0360331, 0.0365686, 0.0346956, 0.0465086, 0.03987, 
