Algorithm;Hyperparameter (C);Values
Grid State Space; 4.64159e-05; 0.0566367, 0.0467322, 0.0458491, 0.0508525, 0.0918877, 0.050958, 0.0408422, 0.032637, 0.0464218, 0.0793495, 0.0462337, 0.051764, 0.0467923, 0.0478792, 0.0489701, 0.0466752, 0.0458984, 0.0463551, 0.0601726, 0.0462725, 0.0462927, 0.0409071, 0.0461977, 0.0574452, 0.0406666, 0.0589688, 0.0471961, 0.0408847, 0.0458874, 0.0462386, 0.0497809, 0.0500245, 0.0466966, 0.0914135, 0.0408852, 0.0461554, 0.0458767, 0.0453523, 0.0408852, 0.0408852, 0.0534551, 0.046794, 0.0534107, 0.0475445, 0.0468125, 0.078236, 0.0465704, 0.0410366, 0.0494403, 0.0607266, 0.0456215, 0.0466523, 0.0412331, 0.0504048, 0.0512319, 0.0462944, 0.0423452, 0.0477412, 0.108339, 0.0463748, 0.0406666, 0.0572536, 0.0406502, 0.0458677, 0.0509572, 0.0466212, 0.047106, 0.0468763, 0.0408852, 0.0465264, 0.049153, 0.0533683, 0.0408852, 0.046476, 0.0568244, 0.0406659, 0.0473393, 0.0406659, 0.0574899, 0.0403377, 0.0405565, 0.0470341, 0.046692, 0.0486536, 0.0466275, 0.301048, 0.0474734, 0.06015, 0.0327482, 0.0502014, 0.0511424, 0.0408852, 0.0488829, 0.0494943, 0.0473555, 0.0525495, 0.0466508, 0.04153, 0.0411428, 0.0409139, 
Grid State Exact; 4.64159e-05; 0.0246413, 0.0320011, 0.0375989, 0.0395418, 0.0387923, 0.0245845, 0.0392983, 0.0314057, 0.0393391, 0.0328231, 0.0376516, 0.0362665, 0.0232643, 0.0269666, 0.0320373, 0.0354915, 0.0318253, 0.0243223, 0.0241687, 0.0164901, 0.0162321, 0.0396366, 0.0345876, 0.0300078, 0.016289, 0.0194867, 0.0245752, 0.0319698, 0.0431542, 0.031083, 0.0324177, 0.0381825, 0.032075, 0.0237776, 0.032279, 0.0280344, 0.0224086, 0.0274895, 0.0316504, 0.0245186, 0.0165119, 0.0238571, 0.0321634, 0.016201, 0.037365, 0.0341946, 0.0373479, 0.0815306, 0.0422966, 0.0368909, 0.0395493, 0.0242332, 0.0316045, 0.0376607, 0.0164974, 0.0320012, 0.030872, 0.033396, 0.0373001, 0.0350749, 0.0440351, 0.0246404, 0.0375448, 0.031598, 0.0348289, 0.0353468, 0.0511291, 0.0340968, 0.028942, 0.0362791, 0.0317316, 0.0376006, 0.0164457, 0.0388119, 0.0233451, 0.0350478, 0.0165107, 0.0164943, 0.0305123, 0.0389206, 0.0224385, 0.0318493, 0.0245804, 0.0370327, 0.0163909, 0.032253, 0.0348108, 0.0368264, 0.0398783, 0.0225783, 0.031303, 0.0417695, 0.0359953, 0.036704, 0.0380342, 0.0221707, 0.0485238, 0.0369473, 0.0282668, 0.0256504, 
Deterministic State Space; 4.64159e-05; 0.0872441, 
Improved Split State Space; 4.64159e-05; 0.0872441, 0.0872441, 0.0872441, 0.0876496, 0.0872441, 0.0963579, 0.106412, 0.086586, 0.0999371, 0.086586, 0.0858644, 0.0946242, 0.0858644, 0.0861918, 0.0919053, 0.0851429, 0.08061, 0.0842333, 0.0837496, 0.0872441, 0.0819788, 0.086586, 0.10007, 0.0873395, 0.0872984, 0.0899136, 0.121449, 0.101258, 0.154133, 0.131435, 0.165339, 0.15773, 0.123473, 0.154256, 0.182184, 0.165216, 0.139944, 0.14689, 0.178238, 0.156793, 0.136452, 0.178238, 0.146975, 0.140364, 0.132998, 0.136429, 0.17054, 0.139859, 0.186015, 0.170396, 0.162921, 0.139859, 0.14329, 0.140157, 0.15049, 0.182068, 0.14329, 0.14329, 0.139859, 0.170342, 0.17433, 0.182068, 0.190038, 0.194023, 0.140868, 0.15925, 0.174251, 0.15917, 0.16296, 0.15925, 0.16296, 0.174251, 0.174251, 0.15925, 0.16296, 0.16296, 0.15925, 0.153627, 0.16296, 0.155539, 0.157586, 0.16667, 0.155539, 0.17038, 0.16296, 0.155539, 0.155539, 0.155539, 0.155539, 0.17038, 0.17038, 0.155539, 0.15925, 0.17038, 0.16667, 0.155539, 0.155539, 0.155539, 0.16667, 0.155539, 
Improved Exact Space; 4.64159e-05; 0.0795781, 0.065372, 0.0891307, 0.0602975, 0.157612, 0.089692, 0.0655672, 0.083305, 0.0843534, 0.161277, 0.146017, 0.103648, 0.116146, 0.0858644, 0.117914, 0.0993163, 0.11634, 0.141599, 0.100483, 0.070106, 0.113365, 0.0818836, 0.0855669, 0.1441, 0.13324, 0.0978087, 0.123262, 0.106058, 0.113362, 0.125678, 0.0972564, 0.0907879, 0.124673, 0.16264, 0.0783061, 0.13067, 0.0911203, 0.111897, 0.106561, 0.0966792, 0.134918, 0.0898825, 0.102623, 0.070106, 0.082856, 0.0821225, 0.0987489, 0.148827, 0.0679611, 0.073133, 0.214235, 0.102498, 0.14381, 0.0874035, 0.0961775, 0.107069, 0.117671, 0.143046, 0.0691625, 0.0799441, 0.119317, 0.126469, 0.0812538, 0.113912, 0.117467, 0.158803, 0.123213, 0.113612, 0.113386, 0.129711, 0.115889, 0.11491, 0.169799, 0.130717, 0.13083, 0.0974706, 0.143525, 0.189963, 0.0872441, 0.061366, 0.125284, 0.120063, 0.121923, 0.154602, 0.166958, 0.0752827, 0.0799509, 0.119112, 0.118187, 0.0935558, 0.122632, 0.0723977, 0.154478, 0.143521, 0.163891, 0.187668, 0.14594, 0.198196, 0.101985, 0.119465, 
Point State Space; 4.64159e-05; 1.8979e-05, 5.10241e-05, 0.000635484, 1.26855e-05, 2.57219e-06, 1.26542e-05, 1.04339e-05, 1.92477e-08, 8.76925e-05, 3.29811e-06, 1.90802e-06, 5.43021e-06, 4.18745e-06, 3.3846e-06, 1.86727e-05, 7.26476e-05, 0.000141081, 0.00826294, 0.00033166, 0.00826024, 0.00826229, 0.0163095, 0.00826154, 0.00826233, 0.0164706, 0.00824123, 0.00826101, 0.00820644, 0.0164193, 0.0082574, 0.00823814, 0.0242903, 0.0242749, 0.0239591, 0.00825022, 0.00824825, 0.00822611, 0.0152814, 0.00808216, 0.00779695, 0.00824742, 0.0264253, 0.00824792, 0.00801562, 0.021201, 0.00819646, 0.0236967, 0.00825499, 0.0237598, 0.0159856, 0.00826438, 0.0159252, 0.0163059, 0.00783396, 0.00792752, 0.0160994, 0.0164414, 0.0161241, 0.00820754, 0.00826107, 0.0162252, 0.016115, 0.0232892, 0.016427, 0.0152923, 0.00826366, 0.00826352, 0.0233144, 0.00826438, 0.0228531, 0.0243591, 0.0160708, 0.00825908, 0.0161797, 0.00825911, 0.0232016, 0.0164729, 0.0082644, 0.0165078, 0.00826006, 0.00826108, 0.0240305, 0.00825501, 0.0321912, 0.0164603, 0.00826259, 0.0234872, 0.0160774, 0.016381, 0.0306792, 0.0164579, 0.0245931, 0.0147016, 0.0138475, 0.020665, 0.012715, 0.0136325, 0.032778, 0.0248719, 0.0333338, 
Grid State Space; 0.0001; 0.0335221, 0.046117, 0.046864, 0.0414571, 0.0469522, 0.0472353, 0.0408852, 0.0408847, 0.0422132, 0.0461832, 0.0463755, 0.0420594, 0.0465453, 0.0468566, 0.0492584, 0.0831306, 0.0455695, 0.0513707, 0.0466127, 0.0408852, 0.0470375, 0.0527258, 0.0475906, 0.0419527, 0.0464431, 0.0408847, 0.0300401, 0.0848155, 0.0459107, 0.0544477, 0.0465174, 0.0593833, 0.0555502, 0.0467181, 0.0418089, 0.0461519, 0.0406666, 0.0469554, 0.0504762, 0.0501145, 0.0483502, 0.0409134, 0.0459909, 0.0406774, 0.0468011, 0.0408852, 0.0569961, 0.0456241, 0.0506803, 0.042226, 0.0458589, 0.0476806, 0.0474363, 0.0408852, 0.0551634, 0.0493331, 0.0468269, 0.0466781, 0.0463541, 0.0479969, 0.0510583, 0.0470444, 0.0407242, 0.0502269, 0.0559813, 0.0417694, 0.0664938, 0.0776661, 0.0470106, 0.105209, 0.0407416, 0.0410683, 0.0468247, 0.0406659, 0.0415596, 0.0606833, 0.0605195, 0.0476533, 0.0493621, 0.301048, 0.301048, 0.221841, 0.301048, 0.0462436, 0.0409139, 0.0477999, 0.0470204, 0.0408774, 0.0477266, 0.0467584, 0.0462582, 0.0520656, 0.0468476, 0.0409139, 0.0534107, 0.048163, 0.0474732, 0.047725, 0.0719775, 0.0479925, 
Grid State Exact; 0.0001; 0.0362902, 0.0373563, 0.0274102, 0.0240569, 0.0393715, 0.037644, 0.0318693, 0.0422966, 0.0321118, 0.0325254, 0.0313699, 0.0372494, 0.0297216, 0.0362665, 0.031083, 0.0382147, 0.0369478, 0.0224086, 0.0310341, 0.0383467, 0.0317903, 0.0239817, 0.0245752, 0.0442844, 0.0234137, 0.0269666, 0.0395418, 0.0378382, 0.0280344, 0.032241, 0.0315638, 0.031483, 0.0361359, 0.0357158, 0.0232643, 0.0247292, 0.0164929, 0.0350749, 0.038293, 0.0440351, 0.0321928, 0.0313659, 0.0247405, 0.0339444, 0.0238772, 0.0320933, 0.0385602, 0.032071, 0.0511291, 0.0325613, 0.0238639, 0.0164976, 0.0342783, 0.0246413, 0.0165177, 0.0206117, 0.0378271, 0.0362791, 0.0346297, 0.0370873, 0.0289749, 0.0326811, 0.0165198, 0.0319967, 0.0327823, 0.0401917, 0.0197134, 0.0164179, 0.0396031, 0.0194867, 0.0164943, 0.037365, 0.0235947, 0.030675, 0.0304996, 0.0318228, 0.0373026, 0.0163306, 0.032279, 0.0373312, 0.0316165, 0.0485238, 0.0340968, 0.0320063, 0.0359953, 0.0256504, 0.0369324, 0.032847, 0.0165089, 0.032402, 0.0316911, 0.0381963, 0.0319447, 0.0218391, 0.0348108, 0.0314988, 0.0855724, 0.0327993, 0.0449227, 0.038908, 
Deterministic State Space; 0.0001; 0.0872441, 
Improved Split State Space; 0.0001; 0.0872441, 0.0872441, 0.086586, 0.086586, 0.086586, 0.0819788, 0.109915, 0.102116, 0.086586, 0.0833526, 0.0844213, 0.0872441, 0.0861918, 0.0859278, 0.107098, 0.115044, 0.134653, 0.121492, 0.128248, 0.121402, 0.131839, 0.121402, 0.182184, 0.121402, 0.128264, 0.15773, 0.178159, 0.161786, 0.150363, 0.128553, 0.132998, 0.154091, 0.190038, 0.136429, 0.178238, 0.139944, 0.178159, 0.139859, 0.194099, 0.136429, 0.139859, 0.139859, 0.150363, 0.1705, 0.185976, 0.178159, 0.170579, 0.165216, 0.136429, 0.162921, 0.15925, 0.178238, 0.15925, 0.132998, 0.15925, 0.157854, 0.16675, 0.16675, 0.182068, 0.174251, 0.16296, 0.154172, 0.178159, 0.174251, 0.139859, 0.165779, 0.174251, 0.146975, 0.14329, 0.152164, 0.174251, 0.16296, 0.16667, 0.16296, 0.194023, 0.17038, 0.17038, 0.17433, 0.166631, 0.155539, 0.15925, 0.16296, 0.16667, 0.164328, 0.16667, 0.155539, 0.155539, 0.17038, 0.181514, 0.16284, 0.17038, 0.16296, 0.17038, 0.132998, 0.155539, 0.155539, 0.178121, 0.1705, 0.152164, 0.155539, 
Improved Exact Space; 0.0001; 0.0655672, 0.0874514, 0.083305, 0.0891307, 0.119931, 0.0791412, 0.0812361, 0.070868, 0.146017, 0.0858644, 0.0888893, 0.0783061, 0.116146, 0.0884055, 0.14644, 0.125678, 0.119101, 0.0993163, 0.1062, 0.0872441, 0.141599, 0.173865, 0.1441, 0.13067, 0.102498, 0.082856, 0.117782, 0.0818836, 0.111897, 0.117914, 0.0966792, 0.0898825, 0.102623, 0.0804924, 0.11634, 0.118187, 0.123213, 0.12202, 0.0729175, 0.0987489, 0.134918, 0.123262, 0.0855669, 0.107069, 0.0689765, 0.12808, 0.0723977, 0.124673, 0.0799509, 0.0912565, 0.113315, 0.113612, 0.148827, 0.0961775, 0.0906724, 0.0679611, 0.115316, 0.115889, 0.122632, 0.0978087, 0.131044, 0.0935558, 0.0827325, 0.0714143, 0.073133, 0.117467, 0.119494, 0.148616, 0.0812538, 0.214235, 0.187668, 0.0691625, 0.169748, 0.163891, 0.143525, 0.113912, 0.0968145, 0.13083, 0.189963, 0.126178, 0.127071, 0.061366, 0.0907879, 0.121889, 0.0587244, 0.113365, 0.0647091, 0.13324, 0.154602, 0.106825, 0.129711, 0.131432, 0.154561, 0.106561, 0.11473, 0.126469, 0.109129, 0.124197, 0.198196, 0.119465, 
Point State Space; 0.0001; 5.10241e-05, 1.8979e-05, 8.76925e-05, 1.26542e-05, 1.26855e-05, 1.04339e-05, 0.000635484, 1.90802e-06, 3.29811e-06, 5.43021e-06, 0.00033166, 2.57219e-06, 0.000141081, 3.3846e-06, 1.86727e-05, 4.18745e-06, 1.92477e-08, 0.00826307, 0.00826178, 0.00826287, 7.26476e-05, 0.00826024, 0.00820644, 0.00824317, 0.00826233, 0.00825689, 0.00825632, 0.00826101, 0.00825022, 0.00825147, 0.0163095, 0.00824516, 0.0164706, 0.0082381, 0.00818685, 0.0239591, 0.0242903, 0.00817007, 0.0164193, 0.0237598, 0.0233144, 0.00792752, 0.0164414, 0.0152814, 0.0242749, 0.0159856, 0.0162957, 0.00824825, 0.0232016, 0.00825107, 0.016203, 0.016427, 0.0264253, 0.0161949, 0.0079837, 0.00826259, 0.0207656, 0.0162254, 0.00809735, 0.00826352, 0.0159252, 0.0082644, 0.0228531, 0.0243591, 0.0234872, 0.0160593, 0.00732944, 0.00825908, 0.0162702, 0.00825911, 0.00817792, 0.0161557, 0.00826107, 0.0236967, 0.00826438, 0.0153953, 0.00825501, 0.0165078, 0.0160363, 0.0164729, 0.0232892, 0.00826036, 0.00826438, 0.00826108, 0.0239856, 0.0164603, 0.016381, 0.0164579, 0.00826366, 0.0246037, 0.0323245, 0.014781, 0.0307804, 0.0138475, 0.0209232, 0.0136325, 0.0125417, 0.032778, 0.0248719, 0.0328981, 
