Algorithm;Hyperparameter (C);Values
Improved Exact Space; 2.15443e-05; 0.0359343, 0.0471801, 0.043117, 0.0209104, 0.0211177, 0.0343812, 0.0291657, 0.022263, 0.0488863, 0.0259777, 0.0395075, 0.0365167, 0.0482635, 0.02027, 0.0296395, 0.0221835, 0.0342132, 0.0267521, 0.0316713, 0.0243702, 0.0206925, 0.038547, 0.0184661, 0.0537529, 0.0271451, 0.0519673, 0.0356749, 0.0411613, 0.0303891, 0.04534, 0.0259876, 0.0680157, 0.0213417, 0.0228273, 0.0202129, 0.027984, 0.0542449, 0.0403473, 0.0552996, 0.0417495, 0.0590686, 0.043332, 0.0433983, 0.0225523, 0.0319832, 0.0379509, 0.0261603, 0.0460104, 0.0779393, 0.0374288, 0.0326278, 0.0196146, 0.0242201, 0.0330302, 0.0490729, 0.0484929, 0.0241295, 0.0232086, 0.0679518, 0.0391733, 0.0233088, 0.054382, 0.0813394, 0.0315883, 0.0566124, 0.0201549, 0.0437506, 0.0261747, 0.0196942, 0.057117, 0.0244111, 0.0312968, 0.037785, 0.0269746, 0.0378863, 0.0323921, 0.0703193, 0.029709, 0.0473103, 0.0260291, 0.0215997, 0.0408475, 0.0388631, 0.0757874, 0.0446345, 0.0352536, 0.0544334, 0.0230915, 0.0245972, 0.0240398, 0.0408143, 0.0246108, 0.0440809, 0.0248052, 0.0535721, 0.0461486, 0.0337773, 0.0493014, 0.0362982, 0.0551117, 
Point State Space; 2.15443e-05; 7.24426e-05, 0.000204923, 0.000216585, 0.000174292, 0.00398337, 0.00252348, 0.000279359, 0.00675066, 0.000800849, 0.00164135, 0.00437738, 0.00410627, 0.000910633, 0.00620221, 0.00242067, 0.00358636, 0.00332425, 0.0032619, 0.00204728, 0.0077663, 0.00275446, 0.00586855, 0.0132997, 0.00308062, 0.00259044, 0.00744615, 0.000385367, 0.000552643, 0.00328872, 0.0286912, 0.0119079, 0.00720764, 0.00291884, 0.00224465, 0.00208186, 0.00317079, 0.00629031, 0.00284027, 0.00232009, 0.000932749, 0.00587074, 0.00868885, 0.00925172, 0.00654694, 0.00478719, 0.0290841, 0.00233604, 0.0157445, 0.00689645, 0.0307897, 0.00734669, 0.00295576, 0.00360725, 0.00812058, 0.00255274, 0.0129646, 0.00531688, 0.0133491, 0.00328426, 0.00466983, 0.00589524, 0.00347963, 0.0119881, 0.00429978, 0.00749751, 0.0235363, 0.0063424, 0.00624874, 0.0231299, 0.0066097, 0.024136, 0.0130429, 0.00516798, 0.0409222, 0.0196691, 0.00733369, 0.00275698, 0.00363397, 0.00819623, 0.0204383, 0.0142598, 0.0116367, 0.0128109, 0.00552925, 0.046622, 0.00437756, 0.0228928, 0.00833792, 0.0127099, 0.00663235, 0.0145084, 0.00394627, 0.0129144, 0.0108104, 0.0027378, 0.0141421, 0.0227614, 0.00737004, 0.00401864, 0.0196775, 
Grid State Space; 4.64159e-05; 0.0741113, 0.0844429, 0.107667, 0.039865, 0.0697988, 0.0816677, 0.114135, 0.0737142, 0.118957, 0.0689382, 0.10214, 0.115745, 0.112537, 0.0920953, 0.102823, 0.0985496, 0.0567077, 0.0948724, 0.0825747, 0.0817517, 0.0667369, 0.0771787, 0.090066, 0.112516, 0.112834, 0.0834532, 0.0894737, 0.10173, 0.0894649, 0.110892, 0.0841875, 0.0946835, 0.0874489, 0.0695038, 0.0564423, 0.114444, 0.0343112, 0.10906, 0.0763778, 0.0703266, 0.0930559, 0.110914, 0.109278, 0.110897, 0.117355, 0.106014, 0.11605, 0.103337, 0.0913785, 0.110897, 0.0998992, 0.110897, 0.111223, 0.0676117, 0.112516, 0.115745, 0.0722144, 0.100585, 0.0839206, 0.114143, 0.114135, 0.110897, 0.08921, 0.110897, 0.112516, 0.109278, 0.107419, 0.112516, 0.112516, 0.109269, 0.109269, 0.0946835, 0.0894156, 0.0937698, 0.090198, 0.112516, 0.11252, 0.110897, 0.112516, 0.112516, 0.112516, 0.095904, 0.112516, 0.110897, 0.109269, 0.0955715, 0.0891799, 0.0892984, 0.114135, 0.0765716, 0.0834005, 0.0661973, 0.0392411, 0.0903677, 0.112516, 0.0944541, 0.0694714, 0.118957, 0.109269, 0.0656512, 
Grid State Exact; 4.64159e-05; 0.011833, 0.0100649, 0.00633122, 0.00707346, 0.011495, 0.0204466, 0.00797891, 0.0193016, 0.0180752, 0.0471764, 0.0065183, 0.00833259, 0.0200355, 0.0117662, 0.0321392, 0.0232038, 0.0123407, 0.0227042, 0.0114341, 0.0132084, 0.0108074, 0.0142266, 0.0296078, 0.0229892, 0.0251954, 0.0149555, 0.0110474, 0.0106759, 0.0167539, 0.0144278, 0.0139408, 0.00940651, 0.0527447, 0.0105434, 0.013179, 0.0135295, 0.0129632, 0.0452543, 0.012299, 0.017831, 0.039248, 0.0117437, 0.0220016, 0.0079534, 0.0126515, 0.0159394, 0.0266586, 0.0111046, 0.0297358, 0.0321385, 0.0259269, 0.0137764, 0.00858647, 0.0610832, 0.014097, 0.0502728, 0.0193263, 0.0667721, 0.0676833, 0.00413838, 0.0241923, 0.0732487, 0.0214434, 0.0152248, 0.00897011, 0.00888912, 0.0324626, 0.055453, 0.0224869, 0.055098, 0.00954251, 0.0167726, 0.0507632, 0.0151011, 0.0545429, 0.0889976, 0.0188494, 0.0300791, 0.011774, 0.0109078, 0.0324773, 0.0121113, 0.0607446, 0.0531854, 0.0129895, 0.0132058, 0.00996941, 0.0197798, 0.0380069, 0.0118027, 0.0373434, 0.0173011, 0.040911, 0.0290208, 0.0685837, 0.0699734, 0.0232685, 0.0146914, 0.00963477, 0.0322522, 
Deterministic State Space; 4.64159e-05; 0.0206771, 
Improved Split State Space; 4.64159e-05; 0.0259432, 0.026171, 0.03216, 0.0399984, 0.0426192, 0.0359243, 0.0319725, 0.0339841, 0.0357054, 0.0399593, 0.0319073, 0.0365456, 0.0320049, 0.0452107, 0.04187, 0.0400014, 0.02691, 0.041028, 0.0327398, 0.0336597, 0.0356235, 0.0403792, 0.041159, 0.0405947, 0.0395866, 0.0387503, 0.0474781, 0.0322288, 0.0352637, 0.0413715, 0.0419573, 0.0424038, 0.0501011, 0.0367376, 0.0435314, 0.0411505, 0.0447853, 0.0426808, 0.0449878, 0.0314396, 0.0479167, 0.0449604, 0.045002, 0.0488313, 0.0549862, 0.0442671, 0.0466826, 0.0567549, 0.0479812, 0.0595905, 0.0499257, 0.0581723, 0.0564566, 0.0558308, 0.0549517, 0.0556961, 0.0561502, 0.0515246, 0.06277, 0.0600019, 0.0543827, 0.0528977, 0.0559223, 0.0568688, 0.0569838, 0.0567592, 0.0580637, 0.0551997, 0.0544506, 0.0410593, 0.0433165, 0.0565291, 0.0624772, 0.0534963, 0.0547991, 0.0547214, 0.0563983, 0.0547194, 0.0558372, 0.05422, 0.0552375, 0.0564249, 0.0405205, 0.0598394, 0.0556712, 0.0473987, 0.0559336, 0.0555937, 0.0564395, 0.0540471, 0.0854551, 0.0810142, 0.06077, 0.0579483, 0.0778901, 0.0779735, 0.0794182, 0.0884511, 0.0884511, 0.0854048, 
Improved Exact Space; 4.64159e-05; 0.0312968, 0.0544334, 0.0343812, 0.0184661, 0.0211177, 0.0488863, 0.022263, 0.0209104, 0.0221835, 0.0267521, 0.0230915, 0.0408475, 0.0215997, 0.037785, 0.0482635, 0.0359343, 0.0460104, 0.0406601, 0.0291657, 0.0639242, 0.0316713, 0.02027, 0.0361095, 0.0260291, 0.027984, 0.0225523, 0.043117, 0.0342132, 0.0243702, 0.0519673, 0.0240398, 0.0259777, 0.0271451, 0.04534, 0.0403473, 0.033242, 0.043332, 0.0276556, 0.0213417, 0.0537529, 0.0403172, 0.0201549, 0.0319832, 0.0208312, 0.0455419, 0.0303891, 0.0379509, 0.0261603, 0.0246108, 0.0418353, 0.0261004, 0.0437506, 0.0679518, 0.0233088, 0.0206925, 0.0552996, 0.0241295, 0.0261747, 0.0326278, 0.0319653, 0.0196146, 0.0391733, 0.0269746, 0.0196942, 0.0254875, 0.0813394, 0.0566124, 0.0621269, 0.0473103, 0.0244111, 0.0213537, 0.0493014, 0.0249061, 0.0330302, 0.0356858, 0.029709, 0.0248052, 0.0220098, 0.0457976, 0.0323921, 0.0703193, 0.0362982, 0.0378863, 0.0395075, 0.0446345, 0.0365167, 0.0408143, 0.0259876, 0.0680157, 0.0461486, 0.0220671, 0.0779393, 0.0590686, 0.0542449, 0.0484929, 0.057117, 0.0352536, 0.0785201, 0.04038, 0.0535721, 
Point State Space; 4.64159e-05; 7.24426e-05, 0.000204923, 0.000216585, 0.000279359, 0.000174292, 0.000385367, 0.00252348, 0.00675066, 0.000932749, 0.00265132, 0.000552643, 0.00437738, 0.000800849, 0.000910633, 0.00308062, 0.00358636, 0.0032619, 0.00275446, 0.00398337, 0.00720764, 0.00332425, 0.00214873, 0.00654694, 0.0073284, 0.0142108, 0.00328872, 0.00259044, 0.00593929, 0.00164135, 0.00773377, 0.0130429, 0.00620221, 0.00284311, 0.00291884, 0.00686345, 0.00230591, 0.00347963, 0.00312329, 0.0286912, 0.00410627, 0.00919971, 0.00363397, 0.00234763, 0.0290841, 0.0157445, 0.00255274, 0.00868885, 0.00360725, 0.00204784, 0.00224465, 0.00629031, 0.00328426, 0.00310726, 0.00606385, 0.0119079, 0.00466983, 0.00531688, 0.0196691, 0.0330198, 0.00503872, 0.00703168, 0.00734669, 0.00656765, 0.0122981, 0.0153241, 0.00776827, 0.00589524, 0.0119881, 0.00429978, 0.0214614, 0.0142598, 0.00749751, 0.00587074, 0.0409222, 0.0231299, 0.024136, 0.0112221, 0.00833792, 0.00552925, 0.00437756, 0.00275698, 0.00635009, 0.0128109, 0.00528759, 0.0228928, 0.00276932, 0.0204383, 0.00663235, 0.00813827, 0.00733369, 0.0124297, 0.00401864, 0.0453383, 0.00737004, 0.0141964, 0.021549, 0.0108104, 0.0129144, 0.0138862, 0.0196775, 
Grid State Space; 0.0001; 0.106014, 0.10275, 0.0562975, 0.0814696, 0.083411, 0.0998992, 0.0765728, 0.0859708, 0.0795468, 0.0684775, 0.104496, 0.118966, 0.091968, 0.0491808, 0.0550621, 0.05503, 0.0903644, 0.110892, 0.0790508, 0.0993576, 0.110901, 0.117355, 0.0712543, 0.0894804, 0.0981925, 0.118961, 0.106148, 0.109286, 0.109278, 0.112838, 0.109269, 0.0883137, 0.0759371, 0.114139, 0.0853665, 0.0767632, 0.111542, 0.0910807, 0.090847, 0.0919566, 0.0910628, 0.0953814, 0.0886871, 0.114448, 0.0978618, 0.107646, 0.114444, 0.0537764, 0.114444, 0.094267, 0.0903677, 0.0867336, 0.110897, 0.0820632, 0.0930596, 0.11252, 0.0930559, 0.109269, 0.115745, 0.112516, 0.110901, 0.108321, 0.112838, 0.104129, 0.112516, 0.112516, 0.0874073, 0.110897, 0.0894156, 0.0892627, 0.0852427, 0.0884664, 0.0981725, 0.109269, 0.111223, 0.0883203, 0.112516, 0.110897, 0.110897, 0.109269, 0.0930596, 0.112516, 0.110897, 0.109269, 0.0788742, 0.0928676, 0.0953814, 0.112524, 0.09495, 0.078511, 0.080458, 0.112516, 0.110897, 0.0912093, 0.109609, 0.0878326, 0.0923347, 0.112516, 0.109269, 0.0812753, 
Grid State Exact; 0.0001; 0.0154689, 0.0142917, 0.0114341, 0.0109643, 0.0203278, 0.0106157, 0.0117184, 0.0130702, 0.0172806, 0.00790884, 0.00749127, 0.0132506, 0.0060325, 0.0380268, 0.0193141, 0.0522019, 0.0111046, 0.0243738, 0.00707346, 0.0123935, 0.0136681, 0.0240518, 0.0133571, 0.0126986, 0.012299, 0.0202587, 0.036822, 0.0559218, 0.0203585, 0.00817219, 0.0152693, 0.014776, 0.0610832, 0.0142885, 0.0255289, 0.0173011, 0.0412909, 0.0159394, 0.0719813, 0.0518281, 0.018266, 0.0527447, 0.0667721, 0.0266586, 0.0140669, 0.0149555, 0.0217914, 0.0171509, 0.0471764, 0.0291982, 0.0326216, 0.0110784, 0.0216622, 0.0183834, 0.0259269, 0.0151011, 0.040911, 0.0253822, 0.0188788, 0.0497829, 0.0608136, 0.0724327, 0.0208751, 0.0193263, 0.0138333, 0.0149955, 0.0676833, 0.00851012, 0.0452543, 0.023069, 0.0545429, 0.0220016, 0.0117437, 0.0732487, 0.0549542, 0.0502728, 0.0297358, 0.0172262, 0.00893877, 0.0322522, 0.0108481, 0.0118027, 0.00627959, 0.0167726, 0.0307011, 0.0152854, 0.0232685, 0.00940651, 0.0328633, 0.0221398, 0.0079534, 0.0534285, 0.0603658, 0.0300791, 0.0149618, 0.0685837, 0.0607446, 0.0123095, 0.0139408, 0.0541864, 
Deterministic State Space; 0.0001; 0.0206771, 
Improved Split State Space; 0.0001; 0.0448912, 0.0419155, 0.0407211, 0.0334299, 0.0353678, 0.0344253, 0.026993, 0.0381672, 0.0382904, 0.045685, 0.0349514, 0.0348798, 0.033071, 0.0410884, 0.0398983, 0.0368168, 0.0336036, 0.0360227, 0.0474266, 0.0382263, 0.041846, 0.0521374, 0.0404838, 0.0432154, 0.0371363, 0.0450836, 0.0425546, 0.0352268, 0.043452, 0.0418289, 0.0492763, 0.040256, 0.0392085, 0.0424467, 0.0440377, 0.0459944, 0.0383291, 0.047861, 0.0434576, 0.0410711, 0.0371343, 0.0432152, 0.0451209, 0.0472778, 0.05236, 0.0535659, 0.0503492, 0.0438231, 0.0543254, 0.0598166, 0.0587401, 0.0436193, 0.0556427, 0.0549926, 0.0573543, 0.0463101, 0.057231, 0.0582811, 0.0575853, 0.0582426, 0.0525553, 0.0608964, 0.0526489, 0.0563815, 0.0472626, 0.0573785, 0.054322, 0.0420481, 0.0550913, 0.0586762, 0.0540819, 0.0563828, 0.0579425, 0.0573272, 0.0546904, 0.0540824, 0.0563746, 0.0532258, 0.0539636, 0.0591494, 0.0474264, 0.0356853, 0.0557471, 0.0393075, 0.0928165, 0.0659876, 0.0735577, 0.0883868, 0.0470327, 0.0578843, 0.0565827, 0.0732705, 0.083957, 0.0794182, 0.0534885, 0.0884511, 0.0560324, 0.0823855, 0.066125, 0.0414777, 
Improved Exact Space; 0.0001; 0.0314377, 0.0259212, 0.0257265, 0.0462203, 0.0359343, 0.0208786, 0.0349383, 0.0378863, 0.0220098, 0.0184661, 0.0383513, 0.0237663, 0.02027, 0.0260291, 0.0408475, 0.0342132, 0.0362914, 0.0309368, 0.0471801, 0.0482635, 0.0365167, 0.0267521, 0.0263166, 0.0230981, 0.0460104, 0.0291657, 0.034795, 0.0207186, 0.0453386, 0.0224098, 0.0343812, 0.0274665, 0.04534, 0.0240398, 0.0537529, 0.0473103, 0.0779393, 0.0356749, 0.0276556, 0.0271451, 0.0343461, 0.0316713, 0.038547, 0.0403172, 0.0238284, 0.0319832, 0.043332, 0.0254875, 0.0403473, 0.0455419, 0.0212383, 0.0241295, 0.0264208, 0.0552996, 0.0813394, 0.0182327, 0.0437506, 0.0330302, 0.0306218, 0.0379032, 0.0303891, 0.036721, 0.0391733, 0.01946, 0.0225864, 0.0269746, 0.0220671, 0.0204747, 0.0590686, 0.0233088, 0.0560133, 0.0544334, 0.0196942, 0.0223359, 0.0621269, 0.0566124, 0.0323921, 0.043117, 0.0209104, 0.0809018, 0.037785, 0.029709, 0.0456922, 0.0244111, 0.0276091, 0.0395075, 0.0248052, 0.0420503, 0.0290296, 0.0461486, 0.0387605, 0.0530027, 0.0246108, 0.0679518, 0.0249613, 0.0484929, 0.0326278, 0.0201549, 0.0353794, 0.0319653, 
